token	tag_cafeteria_binary
calculated	O
(	O
apples	B
,	O
pears	B
,	O
berries	B
,	O
broccoli	B
,	O
bran	B
,	O
citrus	B
,	O
tea	B
,	O
and	O
red	B
wine	I
)	O
.	O
Flavonoid	O
consumption	O
was	O
not	O
associated	O
with	O
diabetes	O
risk	O
after	O
multivariable	O
adjustment	O
.	O
Although	O
other	O
flavonoid	O
-	O
rich	O
foods	O
and	O
beverages	O
were	O
not	O
associated	O
,	O
red	B
wine	I
was	O
inversely	O
associated	O
with	O
diabetes	O
.	O
Women	O
who	O
reported	O
drinking	O
red	B
wine	I
>	O
or=1	O
time	O
/	O
wk	O
had	O
a	O
16	O
%	O
reduced	O
risk	O
of	O
diabetes	O
than	O
those	O
drinking	O
wine	B
<	O
1	O
time	O
/	O
wk	O
[	O
HR	O
(	O
95	O
%	O
CI	O
):	O
0.84	O
(	O
0.71	O
,	O
0.99	O
)	O
]	O
,	O
with	O
parallel	O
findings	O
for	O
white	B
wine	I
,	O
beer	B
,	O
and	O
liquor	B
.	O
In	O
conclusion	O
,	O
these	O
data	O
do	O
not	O
support	O
a	O
diabetes	O
-	O
protective	O
effect	O
of	O
flavonoids	O
.	O
The	O
suggestive	O
evidence	O
of	O
a	O
protective	O
effect	O
of	O
regular	O
red	B
wine	I
consumption	I
is	O
shared	O
with	O
an	O
inverse	O
association	O
between	O
alcohol	B
drinks	I
in	O
general	O
and	O
diabetes	O
risk	O
and	O
may	O
reflect	O
the	O
effects	O
of	O
nonflavonoid	O
constituents	O
that	O
are	O
common	O
to	O
all	O
alcohol	B
drinks	I
.	O
Dietary	O
patterns	O
have	O
been	O
proposed	O
to	O
be	O
related	O
to	O
dyslipidemia	O
and	O
hyperglycemia	O
.	O
This	O
study	O
investigated	O
the	O
correlation	O
of	O
dietary	O
patterns	O
with	O
components	O
of	O
dyslipidemia	O
and	O
fasting	O
plasma	O
glucose	O
(	O
FPG	O
)	O
among	O
young	O
and	O
middle	O
-	O
aged	O
adults	O
(	O
aged	O
between	O
20	O
and	O
50	O
years	O
)	O
with	O
dyslipidemia	O
and	O
abnormal	O
FPG	O
in	O
Taiwan	O
.	O
This	O
cross	O
-	O
sectional	O
study	O
used	O
the	O
database	O
compiled	O
in	O
Taiwan	O
between	O
2001	O
to	O
2010	O
.	O
A	O
total	O
of	O
13,609	O
subjects	O
aged	O
between	O
20	O
and	O
50	O
years	O
were	O
selected	O
.	O
Dyslipidemia	O
was	O
defined	O
primarily	O
according	O
to	O
the	O
National	O
Cholesterol	O
Education	O
Program	O
Adult	O
Treatment	O
Panel	O
III	O
guidelines	O
with	O
minor	O
modification	O
.	O
Elevated	O
FPG	O
level	O
was	O
defined	O
according	O
to	O
the	O
American	O
Diabetes	O
Association	O
.	O
The	O
factor	O
analysis	O
was	O
conducted	O
to	O
identify	O
three	O
dietary	O
patterns	O
.	O
Higher	O
scores	O
of	O
the	O
meat	O
-	O
convenience	O
dietary	O
pattern	O
(	O
high	O
intake	O
of	O
deep	B
-	I
fried	I
and	I
processed	I
food	I
,	O
sauces	B
,	O
sugar	B
-	I
added	I
beverages	I
,	O
meat	B
and	O
organ	B
meats	I
,	O
instant	B
noodles	I
,	O
rice	B
or	O
flour	B
cooked	I
in	I
oil	I
,	O
and	O
eggs	B
)	O
had	O
no	O
association	O
with	O
components	O
of	O
dyslipidemia	O
and	O
abnormal	O
FPG	O
.	O
Higher	O
scores	O
of	O
the	O
vegetables	O
-	O
fruits	O
-	O
seafood	O
dietary	O
pattern	O
(	O
high	O
intake	O
of	O
vegetables	B
,	O
vegetables	B
with	I
oil	I
or	I
dressing	I
,	O
fruits	B
,	O
seafood	B
,	O
legumes	B
,	O
soy	B
products	I
,	O
and	O
rice	B
or	I
flour	I
products	I
)	O
was	O
inversely	O
associated	O
with	O
hypercholesterolemia	O
and	O
positively	O
associated	O
with	O
hyperglycemia	O
.	O
Higher	O
scores	O
of	O
the	O
dairy	O
-	O
complex	O
carbohydrate	O
dietary	O
pattern	O
(	O
high	O
intake	O
of	O
dairy	B
products	I
,	O
milk	B
,	O
root	B
crops	I
,	O
jam	B
or	O
honey	B
,	O
and	O
whole	B
grains	I
)	O
was	O
inversely	O
correlated	O
with	O
hypertriglycemia	O
and	O
low	O
high	O
-	O
density	O
lipoprotein	O
cholesterol	O
level	O
.	O
Our	O
results	O
support	O
that	O
the	O
dietary	O
pattern	O
may	O
have	O
a	O
role	O
in	O
the	O
prevention	O
and	O
management	O
of	O
dyslipidemia	O
and	O
abnormal	O
fasting	O
plasma	O
glucose	O
.	O
Studies	O
on	O
the	O
effects	O
of	O
garlic	B
(	O
Allium	O
sativum	O
)	O
on	O
hyperlipidemia	O
have	O
demonstrated	O
somewhat	O
controversial	O
results	O
and	O
there	O
have	O
been	O
few	O
studies	O
on	O
its	O
enzymatic	O
mechanism	O
.	O
The	O
purpose	O
of	O
this	O
study	O
was	O
to	O
assess	O
the	O
effect	O
of	O
garlic	B
on	O
the	O
liver	O
phosphatidate	O
phosphohydrolase	O
(	O
PAP	O
)	O
activity	O
,	O
plasma	O
lipid	O
levels	O
,	O
malondialdehyde	O
(	O
MDA	O
)	O
and	O
plasma	O
antioxidant	O
in	O
rats	O
fed	O
either	O
by	O
normal	O
or	O
high	O
-	O
lipogenic	O
diet	O
with	O
or	O
without	O
garlic	B
.	O
Male	O
Wistar	O
rats	O
were	O
fed	O
by	O
standard	O
pellet	O
diet	O
(	O
group	O
I	O
)	O
,	O
standard	O
diet	O
supplemented	O
with	O
4	O
%	O
garlic	B
(	O
group	O
II	O
)	O
,	O
lipogenic	O
diet	O
(	O
containing	O
sunflower	B
oil	I
,	O
cholesterol	O
and	O
ethanol	O
)	O
plus	O
4	O
%	O
garlic	B
(	O
group	O
III	O
)	O
and	O
only	O
lipogenic	O
diet	O
(	O
group	O
IV	O
)	O
.	O
Results	O
showed	O
that	O
garlic	B
significantly	O
reduced	O
total	O
cholesterol	O
(	O
TC	O
)	O
,	O
plasma	O
triglyceride	O
(	O
TG	O
)	O
,	O
LDL	O
-	O
C	O
,	O
VLDL	O
-	O
C	O
,	O
liver	O
triglyceride	O
,	O
plasma	O
malondialdehyde	O
(	O
MDA	O
)	O
and	O
elevated	O
plasma	O
antioxidant	O
in	O
garlic	B
treated	O
rats	O
(	O
groups	O
II	O
and	O
III	O
)	O
compared	O
to	O
group	O
IV	O
(	O
lipogenic	O
diet	O
group	O
)	O
.	O
Also	O
,	O
liver	O
PAP	O
activity	O
was	O
decreased	O
in	O
group	O
II	O
than	O
group	O
I	O
whereas	O
,	O
the	O
decrease	O
in	O
its	O
activity	O
in	O
groups	O
III	O
and	O
IV	O
was	O
due	O
to	O
the	O
accumulation	O
of	O
triglyceride	O
in	O
liver	O
.	O
Therefore	O
,	O
the	O
results	O
are	O
clearly	O
indicative	O
of	O
the	O
beneficial	O
effects	O
of	O
garlic	B
in	O
reducing	O
lateral	O
side	O
effects	O
of	O
hyperlipidemia	O
.	O
A	O
multi	O
-	O
centre	O
case	O
-	O
control	O
study	O
of	O
diet	O
and	O
gastric	O
cancer	O
was	O
carried	O
out	O
in	O
4	O
regions	O
of	O
Spain	O
(	O
Aragon	O
,	O
Castile	O
,	O
Catalonia	O
and	O
Galicia	O
)	O
.	O
We	O
selected	O
354	O
cases	O
of	O
pathologically	O
confirmed	O
gastric	O
adenocarcinoma	O
from	O
15	O
hospitals	O
,	O
representative	O
of	O
nearly	O
all	O
those	O
in	O
the	O
study	O
areas	O
.	O
A	O
control	O
for	O
each	O
case	O
,	O
matched	O
by	O
age	O
,	O
sex	O
and	O
area	O
of	O
residence	O
,	O
was	O
selected	O
from	O
the	O
same	O
hospital	O
as	O
the	O
case	O
.	O
Habitual	O
diet	O
was	O
investigated	O
by	O
the	O
dietary	O
history	O
method	O
,	O
and	O
past	O
diet	O
by	O
means	O
of	O
a	O
frequency	O
questionnaire	O
.	O
The	O
results	O
regarding	O
consumption	O
of	O
food	O
items	O
are	O
presented	O
here	O
.	O
With	O
respect	O
to	O
habitual	O
diet	O
,	O
an	O
increase	O
in	O
risk	O
was	O
associated	O
with	O
consumption	O
of	O
preserved	B
fish	I
,	O
cold	B
cuts	I
and	O
oleaginous	B
fruits	I
.	O
A	O
high	O
intake	O
of	O
cooked	O
green	B
vegetables	I
,	O
fresh	B
noncitrus	I
fruit	I
and	O
dried	B
fruit	I
showed	O
an	O
inverse	O
association	O
with	O
the	O
risk	O
of	O
gastric	O
cancer	O
.	O
Simultaneous	O
intake	O
of	O
2	O
groups	O
of	O
food	O
which	O
increase	O
or	O
decrease	O
the	O
risk	O
of	O
cancer	O
strengthens	O
the	O
respective	O
individual	O
effect	O
.	O
The	O
intake	O
of	O
protective	O
food	O
items	O
seems	O
to	O
neutralize	O
the	O
effects	O
of	O
food	O
items	O
which	O
increase	O
risk	O
.	O
With	O
reference	O
to	O
past	O
diet	O
,	O
a	O
possible	O
protective	O
effect	O
was	O
observed	O
for	O
daily	O
consumption	O
of	O
fresh	B
fruit	I
and	I
green	I
vegetables	I
.	O
Evidence	O
from	O
numerous	O
observational	O
and	O
clinical	O
studies	O
suggest	O
that	O
polyphenolic	O
phytochemicals	O
such	O
as	O
phenolic	O
acids	O
in	O
olive	B
oil	I
,	O
flavonols	O
in	O
tea	B
,	O
chocolate	B
and	O
grapes	B
,	O
and	O
isoflavones	O
in	O
soy	B
products	I
reduce	O
the	O
risk	O
of	O
breast	O
cancer	O
.	O
A	O
dietary	O
food	O
pattern	O
naturally	O
rich	O
in	O
polyphenols	O
is	O
the	O
Mediterranean	O
diet	O
and	O
evidence	O
suggests	O
those	O
of	O
Mediterranean	O
descent	O
have	O
a	O
lower	O
breast	O
cancer	O
incidence	O
.	O
Whilst	O
dietary	O
polyphenols	O
have	O
been	O
the	O
subject	O
of	O
breast	O
cancer	O
risk	O
-	O
reduction	O
,	O
this	O
review	O
will	O
focus	O
on	O
the	O
clinical	O
effects	O
of	O
polyphenols	O
on	O
reducing	O
recurrence	O
.	O
Overall	O
,	O
we	O
recommend	O
breast	O
cancer	O
patients	O
consume	O
a	O
diet	O
naturally	O
high	O
in	O
flavonol	O
polyphenols	O
including	O
tea	B
,	O
vegetables	B
(	O
onion	B
,	O
broccoli	B
)	O
,	O
and	O
fruit	B
(	O
apples	B
,	O
citrus	B
)	O
.	O
At	O
least	O
five	O
servings	O
of	O
vegetables	B
and	O
fruit	B
daily	O
appear	O
protective	O
.	O
Moderate	O
soy	O
protein	O
consumption	O
(	O
5	O
-	O
10	O
g	O
daily	O
)	O
and	O
the	O
Mediterranean	O
dietary	O
pattern	O
show	O
the	O
most	O
promise	O
for	O
breast	O
cancer	O
patients	O
.	O
In	O
this	O
review	O
,	O
we	O
present	O
an	O
overview	O
of	O
clinical	O
trials	O
on	O
supplementary	O
polyphenols	O
of	O
dietary	O
patterns	O
rich	O
in	O
polyphenols	O
on	O
breast	O
cancer	O
recurrence	O
,	O
mechanistic	O
data	O
,	O
and	O
novel	O
delivery	O
systems	O
currently	O
being	O
researched	O
.	O
Epidemiological	O
studies	O
have	O
shown	O
that	O
consumption	O
of	O
fruits	B
and	O
vegetables	B
is	O
associated	O
with	O
reduced	O
risk	O
of	O
chronic	O
diseases	O
.	O
Increased	O
consumption	O
of	O
fruits	B
and	O
vegetables	B
containing	O
high	O
levels	O
of	O
phytochemicals	O
has	O
been	O
recommended	O
to	O
prevent	O
chronic	O
diseases	O
related	O
to	O
oxidative	O
stress	O
in	O
the	O
human	O
body	O
.	O
In	O
this	O
study	O
,	O
10	O
common	O
vegetables	B
were	O
selected	O
on	O
the	O
basis	O
of	O
consumption	O
per	O
capita	O
data	O
in	O
the	O
United	O
States	O
.	O
A	O
more	O
complete	O
profile	O
of	O
phenolic	O
distributions	O
,	O
including	O
both	O
free	O
and	O
bound	O
phenolics	O
in	O
these	O
vegetables	B
,	O
is	O
reported	O
here	O
using	O
new	O
and	O
modified	O
methods	O
.	O
Broccoli	B
possessed	O
the	O
highest	O
total	O
phenolic	O
content	O
,	O
followed	O
by	O
spinach	B
,	O
yellow	B
onion	I
,	O
red	B
pepper	I
,	O
carrot	B
,	O
cabbage	B
,	O
potato	B
,	O
lettuce	B
,	O
celery	B
,	O
and	O
cucumber	B
.	O
Red	B
pepper	I
had	O
the	O
highest	O
total	O
antioxidant	O
activity	O
,	O
followed	O
by	O
broccoli	B
,	O
carrot	B
,	O
spinach	B
,	O
cabbage	B
,	O
yellow	B
onion	I
,	O
celery	B
,	O
potato	B
,	O
lettuce	B
,	O
and	O
cucumber	B
.	O
The	O
phenolics	O
antioxidant	O
index	O
(	O
PAI	O
)	O
was	O
proposed	O
to	O
evaluate	O
the	O
quality	O
/	O
quantity	O
of	O
phenolic	O
contents	O
in	O
these	O
vegetables	B
and	O
was	O
calculated	O
from	O
the	O
corrected	O
total	O
antioxidant	O
activities	O
by	O
eliminating	O
vitamin	O
C	O
contributions	O
.	O
Antiproliferative	O
activities	O
were	O
also	O
studied	O
in	O
vitro	O
using	O
HepG(2	O
)	O
human	O
liver	O
cancer	O
cells	O
.	O
Spinach	B
showed	O
the	O
highest	O
inhibitory	O
effect	O
,	O
followed	O
by	O
cabbage	B
,	O
red	O
pepper	O
,	O
onion	B
,	O
and	O
broccoli	B
.	O
On	O
the	O
basis	O
of	O
these	O
results	O
,	O
the	O
bioactivity	O
index	O
(	O
BI	O
)	O
for	O
dietary	O
cancer	O
prevention	O
is	O
proposed	O
to	O
provide	O
a	O
simple	O
reference	O
for	O
consumers	O
to	O
choose	O
vegetables	B
in	O
accordance	O
with	O
their	O
beneficial	O
activities	O
.	O
The	O
BI	O
could	O
be	O
a	O
new	O
alternative	O
biomarker	O
for	O
future	O
epidemiological	O
studies	O
in	O
dietary	O
cancer	O
prevention	O
and	O
health	O
promotion	O
.	O
Polyphenols	O
and	O
other	O
compounds	O
found	O
in	O
cocoa	B
and	O
chocolate	B
have	O
therapeutic	O
potential	O
in	O
the	O
management	O
of	O
diabetes	O
in	O
humans	O
.	O
Polyphenol	O
benefits	O
have	O
been	O
proposed	O
supported	O
by	O
in	O
vitro	O
studies	O
,	O
animal	O
work	O
,	O
and	O
clinical	O
trials	O
,	O
which	O
have	O
been	O
conducted	O
mostly	O
in	O
healthy	O
volunteers	O
.	O
The	O
energy	O
-	O
dense	O
formulations	O
of	O
many	O
cocoa	B
and	O
chocolate	B
products	I
,	O
which	O
can	O
be	O
up	O
to	O
50	O
%	O
sugar	B
by	O
weight	O
,	O
have	O
given	O
the	O
perception	O
that	O
chocolate	B
may	O
be	O
harmful	O
through	O
its	O
contribution	O
to	O
obesity	O
.	O
A	O
review	O
of	O
both	O
clinical	O
trial	O
databases	O
and	O
published	O
literature	O
yielded	O
15	O
registered	O
trials	O
and	O
7	O
published	O
studies	O
.	O
The	O
published	O
data	O
interventions	O
reported	O
are	O
diverse	O
and	O
vary	O
widely	O
in	O
quality	O
,	O
including	O
poor	O
selection	O
of	O
control	O
products	O
or	O
inadequate	O
blinding	O
procedures	O
.	O
There	O
are	O
also	O
inconsistencies	O
in	O
reporting	O
of	O
data	O
with	O
limited	O
information	O
on	O
the	O
effect	O
of	O
cocoa	O
and	O
chocolate	O
supplementation	O
on	O
weight	O
and	O
glycemic	O
control	O
despite	O
the	O
potential	O
benefits	O
reported	O
with	O
respect	O
to	O
the	O
cardiovascular	O
risk	O
factors	O
of	O
endothelial	O
function	O
and	O
lipids	O
.	O
More	O
studies	O
are	O
required	O
powered	O
for	O
primary	O
clinical	O
outcomes	O
together	O
with	O
the	O
development	O
of	O
standardized	O
product	O
formulations	O
that	O
optimize	O
the	O
dose	O
of	O
polyphenols	O
within	O
a	O
palatable	O
and	O
energy	O
-	O
restricted	O
product	O
.	O
Background	O
Arsenic	O
-	O
related	O
cardiovascular	O
effects	O
at	O
exposure	O
levels	O
below	O
the	O
US	O
Environmental	O
Protection	O
Agency	O
's	O
standard	O
of	O
10	O
 	O
μg	O
/	O
L	O
are	O
unclear	O
.	O
For	O
these	O
populations	O
,	O
food	O
,	O
especially	O
rice	B
,	O
is	O
a	O
major	O
source	O
of	O
exposure	O
.	O
We	O
investigated	O
associations	O
of	O
rice	B
intake	I
,	O
a	O
marker	O
of	O
arsenic	O
exposure	O
,	O
with	O
subclinical	O
cardiovascular	O
disease	O
(	O
CVD	O
)	O
markers	O
in	O
a	O
multiethnic	O
population	O
.	O
Methods	O
and	O
Results	O
Between	O
2000	O
and	O
2002	O
,	O
MESA	O
(	O
Multi	O
-	O
Ethnic	O
Study	O
of	O
Atherosclerosis	O
)	O
enrolled	O
6814	O
adults	O
without	O
clinical	O
CVD	O
.	O
We	O
included	O
5050	O
participants	O
with	O
baseline	O
data	O
on	O
rice	B
intake	I
and	O
markers	O
of	O
3	O
CVD	O
domains	O
:	O
inflammation	O
(	O
hsCRP	O
[	O
high	O
-	O
sensitivity	O
C	O
-	O
reactive	O
protein	O
]	O
,	O
interleukin-6	O
,	O
and	O
fibrinogen	O
)	O
,	O
vascular	O
function	O
(	O
aortic	O
distensibility	O
,	O
carotid	O
distensibility	O
,	O
and	O
brachial	O
flow	O
-	O
mediated	O
dilation	O
)	O
,	O
and	O
subclinical	O
atherosclerosis	O
at	O
3	O
vascular	O
sites	O
(	O
carotid	O
intima	O
-	O
media	O
thickness	O
,	O
coronary	O
artery	O
calcification	O
,	O
and	O
ankle	O
-	O
brachial	O
index	O
)	O
.	O
We	O
also	O
evaluated	O
endothelial	O
-	O
related	O
biomarkers	O
previously	O
associated	O
with	O
arsenic	O
.	O
Rice	B
intake	I
was	O
assessed	O
by	O
food	O
frequency	O
questionnaire	O
.	O
Urinary	O
arsenic	O
was	O
measured	O
in	O
310	O
participants	O
.	O
A	O
total	O
of	O
13	O
%	O
of	O
participants	O
consumed	O
≥1	O
 	O
serving	O
of	O
rice	O
/	O
day	O
.	O
Compared	O
with	O
individuals	O
consuming	O
<	O
1	O
 	O
serving	O
of	O
rice	B
/	O
week	O
,	O
≥1	O
 	O
serving	O
of	O
rice	B
/	O
day	O
was	O
not	O
associated	O
with	O
subclinical	O
markers	O
after	O
demographic	O
,	O
lifestyle	O
,	O
and	O
CVD	O
risk	O
factor	O
adjustment	O
(	O
eg	O
,	O
geometric	O
mean	O
ratio	O
[	O
95	O
%	O
CI	O
]	O
for	O
hsCRP	O
,	O
0.98	O
[	O
0.86	O
-	O
1.11	O
]	O
;	O
aortic	O
distensibility	O
,	O
0.99	O
[	O
0.91	O
-	O
1.07	O
]	O
;	O
and	O
carotid	O
intima	O
-	O
media	O
thickness	O
,	O
0.98	O
[	O
0.91	O
-	O
1.06	O
]	O
)	O
.	O
Associations	O
with	O
urinary	O
arsenic	O
were	O
similar	O
to	O
those	O
for	O
rice	B
intake	I
.	O
Conclusions	O
Rice	B
intake	I
was	O
not	O
associated	O
with	O
subclinical	O
CVD	O
markers	O
in	O
a	O
multiethnic	O
US	O
population	O
.	O
Research	O
using	O
urinary	O
arsenic	O
is	O
needed	O
to	O
assess	O
potential	O
CVD	O
effects	O
of	O
low	O
-	O
level	O
arsenic	O
exposure	O
.	O
Understanding	O
the	O
role	O
of	O
low	O
-	O
level	O
arsenic	O
as	O
it	O
relates	O
to	O
subclinical	O
CVD	O
may	O
contribute	O
to	O
CVD	O
prevention	O
and	O
control	O
.	O
A	O
diet	O
rich	O
in	O
fruits	B
,	O
vegetables	B
and	O
minimally	O
refined	B
cereals	I
is	O
associated	O
with	O
lower	O
risk	O
for	O
chronic	O
degenerative	O
diseases	O
.	O
Since	O
oxidative	O
stress	O
is	O
common	O
in	O
chronic	O
degenerative	O
disease	O
,	O
it	O
has	O
been	O
assumed	O
that	O
dietary	O
antioxidants	O
may	O
explain	O
this	O
protective	O
effect	O
.	O
Every	O
dietary	O
plant	O
contains	O
numerous	O
types	O
of	O
antioxidants	O
with	O
different	O
properties	O
.	O
Many	O
of	O
these	O
antioxidants	O
cooperate	O
in	O
oxidative	O
stress	O
reduction	O
in	O
plants	O
,	O
and	O
we	O
hypothesize	O
that	O
many	O
different	O
antioxidants	O
may	O
also	O
be	O
needed	O
for	O
the	O
proper	O
protection	O
of	O
animal	O
cells	O
.	O
To	O
test	O
this	O
hypothesis	O
,	O
it	O
is	O
useful	O
to	O
identify	O
dietary	O
plants	O
with	O
high	O
total	O
antioxidant	O
content	O
.	O
Several	O
nuts	B
are	O
among	O
the	O
dietary	O
plants	O
with	O
the	O
highest	O
content	O
of	O
total	O
antioxidants	O
.	O
Of	O
the	O
tree	O
nuts	O
,	O
walnuts	B
,	O
pecans	B
and	O
chestnuts	B
have	O
the	O
highest	O
contents	O
of	O
antioxidants	O
.	O
Walnuts	B
contain	O
more	O
than	O
20	O
mmol	O
antioxidants	O
per	O
100	O
g	O
,	O
mostly	O
in	O
the	O
walnut	O
pellicles	O
.	O
Peanuts	B
(	O
a	O
legume	O
)	O
also	O
contribute	O
significantly	O
to	O
dietary	O
intake	O
of	O
antioxidants	O
.	O
These	O
data	O
are	O
in	O
accordance	O
with	O
our	O
present	O
extended	O
analysis	O
of	O
an	O
earlier	O
report	O
on	O
nut	B
intake	I
and	O
death	O
attributed	O
to	O
various	O
diseases	O
in	O
the	O
Iowa	O
Women	O
's	O
Health	O
Study	O
.	O
We	O
observed	O
that	O
the	O
hazard	O
ratio	O
for	O
total	O
death	O
rates	O
showed	O
a	O
U	O
-	O
shaped	O
association	O
with	O
nut	O
/	O
peanut	O
butter	B
consumption	O
.	O
Hazard	O
ratio	O
was	O
0.89	O
(	O
CI	O
=	O
0.81	O
-	O
0.97	O
)	O
and	O
0.81	O
(	O
CI	O
=	O
0.75	O
-	O
0.88	O
)	O
for	O
nut	B
/	O
peanut	I
butter	I
intake	I
once	O
per	O
week	O
and	O
1	O
-	O
4	O
times	O
per	O
week	O
,	O
respectively	O
.	O
Death	O
attributed	O
to	O
cardiovascular	O
and	O
coronary	O
heart	O
diseases	O
showed	O
strong	O
and	O
consistent	O
reductions	O
with	O
increasing	O
nut	B
/	O
peanut	I
butter	I
consumption	I
.	O
Further	O
