,token,label
12413,determine,O
12414,the,O
12415,just,O
12416,-,O
12417,noticeable,O
12418,difference,O
12419,.,O
12420,Consumer,O
12421,acceptance,O
12422,tests,O
12423,(,O
12424,n=75,O
12425,consumers,O
12426,),O
12427,were,O
12428,conducted,O
12429,with,O
12430,cottage,O
12431,cheeses,O
12432,with,O
12433,and,O
12434,without,O
12435,sodium,O
12436,reductions,O
12437,and,O
12438,under,O
12439,conditions,O
12440,with,O
12441,and,O
12442,without,O
12443,health,O
12444,benefits,O
12445,of,O
12446,sodium,O
12447,reduction,O
12448,.,O
12449,The,O
12450,magnitude,O
12451,estimation,O
12452,scale,O
12453,data,O
12454,were,O
12455,log,O
12456,-,O
12457,transformed,O
12458,",",O
12459,and,O
12460,all,O
12461,data,O
12462,were,O
12463,analyzed,O
12464,by,O
12465,ANOVA,O
12466,with,O
12467,Fisher,O
12468,'s,O
12469,least,O
12470,significant,O
12471,difference,O
12472,for,O
12473,means,O
12474,separation,O
12475,.,O
12476,The,O
12477,linear,O
12478,proportion,O
12479,of,O
12480,the,O
12481,power,O
12482,function,O
12483,in,O
12484,the,O
12485,salty,O
12486,taste,O
12487,intensity,O
12488,curve,O
12489,for,O
12490,sodium,O
12491,chloride,O
12492,solutions,O
12493,and,O
12494,the,O
12495,3,O
12496,foods,O
12497,was,O
12498,between,O
12499,0.03,O
12500,and,O
12501,0.20,O
12502,M.,O
12503,Consumers,O
12504,were,O
12505,able,O
12506,to,O
12507,notice,O
12508,and,O
12509,correctly,O
12510,identify,O
12511,reductions,O
12512,in,O
12513,salt,O
12514,concentration,O
12515,of,O
12516,less,O
12517,than,O
12518,20,O
12519,%,O
12520,in,O
12521,all,O
12522,products,O
12523,.,O
12524,When,O
12525,consumers,O
12526,were,O
12527,informed,O
12528,of,O
12529,sodium,O
12530,reduction,O
12531,and,O
12532,its,O
12533,health,O
12534,benefits,O
12535,before,O
12536,tasting,O
12537,cottage,B-http://purl.bioontology.org/ontology/SNOMEDCT/226814003;http://purl.bioontology.org/ontology/SNOMEDCT/102264005
12538,cheese,I-http://purl.bioontology.org/ontology/SNOMEDCT/226814003;http://purl.bioontology.org/ontology/SNOMEDCT/102264005
12539,with,O
12540,lower,O
12541,sodium,O
12542,(,O
12543,4,O
12544,-,O
12545,12,O
12546,%,O
12547,),O
12548,",",O
12549,overall,O
12550,liking,O
12551,scores,O
12552,for,O
12553,the,O
12554,lower,O
12555,sodium,O
12556,cottage,O
12557,cheeses,O
12558,were,O
12559,not,O
12560,different,O
12561,from,O
12562,higher,O
12563,sodium,O
12564,cottage,O
12565,cheeses,O
12566,.,O
12567,These,O
12568,results,O
12569,suggest,O
12570,that,O
12571,reducing,O
12572,sodium,O
12573,in,O
12574,cheese,B-http://purl.bioontology.org/ontology/SNOMEDCT/227522007;http://purl.bioontology.org/ontology/SNOMEDCT/102264005;http://purl.bioontology.org/ontology/SNOMEDCT/227519005
12575,sauce,I-http://purl.bioontology.org/ontology/SNOMEDCT/227522007;http://purl.bioontology.org/ontology/SNOMEDCT/102264005;http://purl.bioontology.org/ontology/SNOMEDCT/227519005
12576,",",O
12577,cottage,B-http://purl.bioontology.org/ontology/SNOMEDCT/226814003;http://purl.bioontology.org/ontology/SNOMEDCT/102264005
12578,cheese,I-http://purl.bioontology.org/ontology/SNOMEDCT/226814003;http://purl.bioontology.org/ontology/SNOMEDCT/102264005
12579,",",O
12580,and,O
12581,milk,B-http://purl.bioontology.org/ontology/SNOMEDCT/70813002
12582,-,I-http://purl.bioontology.org/ontology/SNOMEDCT/70813002
12583,based,I-http://purl.bioontology.org/ontology/SNOMEDCT/70813002
12584,soups,I-http://purl.bioontology.org/ontology/SNOMEDCT/70813002
12585,may,O
12586,be,O
12587,challenging,O
12588,and,O
12589,that,O
12590,exploration,O
12591,of,O
12592,sodium,O
12593,chloride,O
12594,alternatives,O
12595,in,O
12596,these,O
12597,foods,O
12598,is,O
12599,warranted,O
12600,.,O
12601,Appropriate,O
12602,product,O
12603,positioning,O
12604,or,O
12605,advertising,O
12606,may,O
12607,be,O
12608,beneficial,O
12609,to,O
12610,consumer,O
12611,acceptance,O
12612,of,O
12613,lower,O
12614,sodium,O
12615,types,O
12616,of,O
12617,products,O
12618,.,O
12619,Our,O
12620,aim,O
12621,was,O
12622,to,O
12623,review,O
12624,the,O
12625,epidemiological,O
12626,literature,O
12627,on,O
12628,possible,O
12629,cancer,O
12630,-,O
12631,preventive,O
12632,effects,O
12633,of,O
12634,the,O
12635,consumption,O
12636,of,O
12637,fruits,O
12638,and,O
12639,vegetables,O
12640,in,O
12641,humans,O
12642,",",O
12643,to,O
12644,quantify,O
12645,the,O
12646,effect,O
12647,of,O
12648,high,O
12649,versus,O
12650,low,O
12651,consumption,O
12652,of,O
12653,fruits,O
12654,and,O
12655,vegetables,O
12656,",",O
12657,and,O
12658,to,O
12659,give,O
12660,an,O
12661,overall,O
12662,assessment,O
12663,of,O
12664,the,O
12665,existing,O
12666,evidence,O
12667,.,O
12668,We,O
12669,based,O
12670,our,O
12671,work,O
12672,on,O
12673,an,O
12674,expert,O
12675,meeting,O
12676,conducted,O
12677,by,O
12678,the,O
12679,International,O
12680,Agency,O
12681,for,O
12682,Research,O
12683,on,O
12684,Cancer,O
12685,in,O
12686,2003,O
12687,.,O
12688,A,O
12689,qualitative,O
12690,reading,O
12691,and,O
12692,evaluation,O
12693,of,O
12694,relevant,O
12695,articles,O
12696,on,O
12697,the,O
12698,cancer,O
12699,-,O
12700,preventive,O
12701,effect,O
12702,of,O
12703,the,O
12704,consumption,O
12705,of,O
12706,fruits,O
12707,and,O
12708,vegetables,O
12709,was,O
12710,made,O
12711,followed,O
12712,by,O
12713,the,O
12714,calculation,O
12715,of,O
12716,the,O
12717,mean,O
12718,relative,O
12719,risk,O
12720,and,O
12721,range,O
12722,for,O
12723,cohort,O
12724,and,O
12725,case,O
12726,-,O
12727,control,O
12728,studies,O
12729,separately,O
12730,.,O
12731,The,O
12732,possible,O
12733,population,O
12734,-,O
12735,preventable,O
12736,fraction,O
12737,for,O
12738,modifying,O
12739,diet,O
12740,in,O
12741,relation,O
12742,to,O
12743,fruit,B-http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/22836000
12744,and,I-http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/22836000
12745,vegetable,I-http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/22836000
12746,consumption,O
12747,was,O
12748,calculated,O
12749,as,O
12750,well,O
12751,as,O
12752,an,O
12753,overall,O
12754,statement,O
12755,about,O
12756,the,O
12757,degree,O
12758,of,O
12759,evidence,O
12760,for,O
12761,the,O
12762,cancer,O
12763,-,O
12764,preventive,O
12765,effect,O
12766,of,O
12767,fruit,B-http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/22836000
12768,and,I-http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/22836000
12769,vegetable,I-http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/22836000
12770,consumption,O
12771,for,O
12772,each,O
12773,cancer,O
12774,site,O
12775,.,O
12776,There,O
12777,is,O
12778,limited,O
12779,evidence,O
12780,for,O
12781,a,O
12782,cancer,O
12783,-,O
12784,preventive,O
12785,effect,O
12786,of,O
12787,the,O
12788,consumption,O
12789,of,O
12790,fruits,O
12791,and,O
12792,vegetables,O
12793,for,O
12794,cancer,O
12795,of,O
12796,the,O
12797,mouth,O
12798,and,O
12799,pharynx,O
12800,",",O
12801,esophagus,O
12802,",",O
12803,stomach,O
12804,",",O
12805,colon,O
12806,-,O
12807,rectum,O
12808,",",O
12809,larynx,O
12810,",",O
12811,lung,O
12812,",",O
12813,ovary,O
12814,(,O
12815,vegetables,O
12816,only,O
12817,),O
12818,",",O
12819,bladder,O
12820,(,O
12821,fruit,O
12822,only,O
12823,),O
12824,",",O
12825,and,O
12826,kidney,O
12827,.,O
12828,There,O
12829,is,O
12830,inadequate,O
12831,evidence,O
12832,for,O
12833,a,O
12834,cancer,O
12835,-,O
12836,preventive,O
12837,effect,O
12838,of,O
12839,the,O
12840,consumption,O
12841,of,O
12842,fruits,O
12843,and,O
12844,vegetables,O
12845,for,O
12846,all,O
12847,other,O
12848,sites,O
12849,.,O
12850,Applying,O
12851,this,O
12852,range,O
12853,of,O
12854,risk,O
12855,difference,O
12856,to,O
12857,the,O
12858,range,O
12859,of,O
12860,prevalence,O
12861,of,O
12862,low,O
12863,intake,O
12864,",",O
12865,the,O
12866,preventable,O
12867,fraction,O
12868,for,O
12869,low,O
12870,fruit,B-http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/22836000
12871,and,I-http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/22836000
12872,vegetable,I-http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/22836000
12873,intake,O
12874,would,O
12875,fall,O
12876,into,O
12877,the,O
12878,range,O
12879,of,O
12880,5,O
12881,-,O
12882,12,O
12883,%,O
12884,.,O
12885,It,O
12886,is,O
12887,important,O
12888,to,O
12889,recognize,O
12890,that,O
12891,this,O
12892,is,O
12893,only,O
12894,a,O
12895,crude,O
12896,range,O
12897,of,O
12898,estimates,O
12899,and,O
12900,that,O
12901,the,O
12902,proportion,O
12903,of,O
12904,cancers,O
12905,that,O
12906,might,O
12907,be,O
12908,preventable,O
12909,by,O
12910,increasing,O
12911,fruit,B-http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/22836000
12912,and,I-http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/22836000
12913,vegetable,I-http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/22836000
12914,intake,O
12915,may,O
12916,vary,O
12917,beyond,O
12918,this,O
12919,range,O
12920,for,O
12921,specific,O
12922,cancer,O
12923,sites,O
12924,and,O
12925,across,O
12926,different,O
12927,regions,O
12928,of,O
12929,the,O
12930,world,O
12931,.,O
12932,A,O
12933,review,O
12934,of,O
12935,the,O
12936,development,O
12937,of,O
12938,food,O
12939,allergy,O
12940,in,O
12941,a,O
12942,birth,O
12943,cohort,O
12944,of,O
12945,620,O
12946,Australian,O
12947,infants,O
12948,at,O
12949,high,O
12950,risk,O
12951,for,O
12952,development,O
12953,of,O
12954,atopic,O
12955,disease,O
12956,has,O
12957,recently,O
12958,been,O
12959,completed,O
12960,.,O
12961,Extrapolating,O
12962,to,O
12963,a,O
12964,random,O
12965,community,O
12966,population,O
12967,showed,O
12968,that,O
12969,at,O
12970,the,O
12971,age,O
12972,of,O
12973,two,O
12974,",",O
12975,egg,O
12976,appears,O
12977,the,O
12978,most,O
12979,frequent,O
12980,food,O
12981,allergen,O
12982,(,O
12983,3.2,O
12984,%,O
12985,),O
12986,",",O
12987,while,O
12988,cow,B-http://purl.bioontology.org/ontology/SNOMEDCT/70813002
12989,milk,I-http://purl.bioontology.org/ontology/SNOMEDCT/70813002
12990,(,O
12991,2.0,O
12992,%,O
12993,),O
12994,",",O
12995,and,O
12996,peanut,B-http://purl.bioontology.org/ontology/SNOMEDCT/762952008
12997,are,O
12998,of,O
12999,similar,O
13000,frequency,O
13001,(,O
13002,1.9,O
13003,%,O
13004,),O
13005,.,O
13006,The,O
13007,prevalence,O
13008,of,O
13009,hypersensitivity,O
13010,to,O
13011,wheat,B-http://purl.bioontology.org/ontology/SNOMEDCT/412071004
13012,and,O
13013,soy,O
13014,appears,O
13015,similar,O
13016,to,O
13017,sesame,B-http://purl.bioontology.org/ontology/SNOMEDCT/260167008
13018,seed,I-http://purl.bioontology.org/ontology/SNOMEDCT/260167008
13019,",",O
13020,cashew,B-http://purl.bioontology.org/ontology/SNOMEDCT/227493005;http://purl.bioontology.org/ontology/SNOMEDCT/13577000
13021,nut,I-http://purl.bioontology.org/ontology/SNOMEDCT/227493005;http://purl.bioontology.org/ontology/SNOMEDCT/13577000
13022,",",O
13023,hazelnut,B-http://purl.bioontology.org/ontology/SNOMEDCT/256353000
13024,and,O
13025,walnut,O
13026,",",O
13027,but,O
13028,allergy,O
13029,to,O
13030,fish,B-http://purl.bioontology.org/ontology/SNOMEDCT/735971005
13031,",",O
13032,brazil,B-http://purl.bioontology.org/ontology/SNOMEDCT/256351003;http://purl.bioontology.org/ontology/SNOMEDCT/13577000
13033,nut,I-http://purl.bioontology.org/ontology/SNOMEDCT/256351003;http://purl.bioontology.org/ontology/SNOMEDCT/13577000
13034,and,O
13035,shell,B-http://purl.bioontology.org/ontology/SNOMEDCT/735971005
13036,fish,I-http://purl.bioontology.org/ontology/SNOMEDCT/735971005
13037,are,O
13038,uncommon,O
13039,.,O
13040,Despite,O
13041,a,O
13042,different,O
13043,methodology,O
13044,",",O
13045,reports,O
13046,from,O
13047,several,O
13048,Asian,O
13049,centres,O
13050,suggest,O
13051,a,O
13052,similar,O
13053,frequency,O
13054,of,O
13055,hypersensitivity,O
13056,to,O
13057,these,O
13058,foods,O
13059,in,O
13060,young,O
13061,children,O
13062,although,O
13063,hypersensitivity,O
13064,to,O
13065,shellfish,B-http://purl.bioontology.org/ontology/SNOMEDCT/735029006
13066,and,O
13067,seafood,B-http://purl.bioontology.org/ontology/SNOMEDCT/44027008
13068,was,O
13069,more,O
13070,common,O
13071,than,O
13072,for,O
13073,nuts,O
13074,",",O
13075,peanut,B-http://purl.bioontology.org/ontology/SNOMEDCT/762952008
13076,and,O
13077,wheat,B-http://purl.bioontology.org/ontology/SNOMEDCT/412071004
13078,",",O
13079,if,O
13080,seafoods,O
13081,are,O
13082,part,O
13083,of,O
13084,the,O
13085,staple,O
13086,infant,O
13087,diet,O
13088,.,O
13089,Rice,O
13090,hypersensitivity,O
13091,was,O
13092,rare,O
13093,in,O
13094,both,O
13095,Australia,O
13096,and,O
13097,Asian,O
13098,countries,O
13099,.,O
13100,Milk,O
13101,consumption,O
13102,decreases,O
13103,inflammatory,O
13104,stress,O
13105,in,O
13106,overweight,O
13107,and,O
13108,obese,O
13109,subjects,O
13110,.,O
13111,Casein,O
13112,is,O
13113,the,O
13114,major,O
13115,protein,O
13116,in,O
13117,milk,B-http://purl.bioontology.org/ontology/SNOMEDCT/70813002
13118,and,O
13119,enhances,O
13120,the,O
13121,secretion,O
13122,of,O
13123,insulin,O
13124,that,O
13125,has,O
13126,anti,O
13127,-,O
13128,inflammatory,O
13129,activity,O
13130,.,O
13131,The,O
13132,aim,O
13133,of,O
13134,the,O
13135,present,O
13136,study,O
13137,was,O
13138,to,O
13139,compare,O
13140,the,O
13141,acute,O
13142,effect,O
13143,of,O
13144,meals,O
13145,rich,O
13146,in,O
13147,casein,O
13148,and,O
13149,carbohydrate,O
13150,and,O
13151,a,O
13152,combination,O
13153,of,O
13154,both,O
13155,nutrients,O
13156,on,O
13157,postprandial,O
13158,plasma,O
13159,concentrations,O
13160,of,O
13161,IL-6,O
13162,",",O
13163,a,O
13164,marker,O
13165,of,O
13166,inflammation,O
13167,",",O
13168,in,O
13169,obese,O
13170,women,O
13171,.,O
13172,A,O
13173,total,O
13174,of,O
13175,twenty,O
13176,-,O
13177,five,O
13178,obese,O
13179,women,O
13180,aged,O
13181,38,O
13182,-,O
13183,68,O
13184,years,O
13185,consumed,O
13186,isoenergetic,O
13187,meals,O
13188,rich,O
13189,in,O
13190,potato,B-http://purl.bioontology.org/ontology/SNOMEDCT/735053000
13191,(,O
13192,POT,O
13193,),O
13194,or,O
13195,casein,O
13196,(,O
13197,CA,O
13198,),O
13199,or,O
13200,a,O
13201,combination,O
13202,of,O
13203,both,O
13204,these,O
13205,meals,O
13206,(,O
13207,POT,O
13208, ,O
13209,+,O
13210, ,O
13211,CA,O
13212,),O
13213,",",O
13214,in,O
13215,random,O
13216,order,O
13217,in,O
13218,a,O
13219,cross,O
13220,-,O
13221,over,O
13222,trial,O
13223,.,O
13224,After,O
13225,an,O
13226,overnight,O
13227,fast,O
13228,",",O
13229,blood,O
13230,samples,O
13231,were,O
13232,collected,O
13233,before,O
13234,and,O
13235,at,O
13236,1,O
13237,and,O
13238,4,O
13239, ,O
13240,h,O
13241,after,O
13242,the,O
13243,meals,O
13244,and,O
13245,circulating,O
13246,concentrations,O
13247,of,O
13248,IL-6,O
13249,",",O
13250,glucose,O
13251,",",O
13252,insulin,O
13253,and,O
13254,NEFA,O
13255,were,O
13256,measured,O
13257,.,O
13258,Plasma,O
13259,IL-6,O
13260,concentrations,O
13261,increased,O
13262,significantly,O
13263,(,O
13264,P,O
13265, ,O
13266,<,O
13267, ,O
13268,0·001,O
13269,),O
13270,during,O
13271,4,O
13272, ,O
13273,h,O
13274,after,O
13275,the,O
13276,meals,O
13277,.,O
13278,The,O
13279,AUC,O
13280,of,O
13281,postprandial,O
13282,IL-6,O
13283,concentrations,O
13284,was,O
13285,not,O
13286,significantly,O
13287,(,O
13288,P,O
13289, ,O
13290,=,O
13291, ,O
13292,0·77,O
13293,),O
13294,different,O
13295,among,O
13296,the,O
13297,meals,O
13298,.,O
13299,Postprandial,O
13300,serum,O
13301,insulin,O
13302,concentration,O
13303,AUC,O
13304,was,O
13305,significantly,O
13306,higher,O
13307,during,O
13308,the,O
13309,POT,O
13310, ,O
13311,+,O
13312, ,O
13313,CA,O
13314,meal,O
13315,compared,O
13316,with,O
13317,the,O
13318,POT,O
13319,meal,O
13320,(,O
13321,P,O
13322, ,O
13323,=,O
13324, ,O
13325,0·001,O
13326,),O
13327,and,O
13328,the,O
13329,CA,O
13330,meal,O
13331,(,O
13332,P,O
13333, ,O
13334,<,O
13335, ,O
13336,0·05,O
13337,),O
13338,",",O
13339,which,O
13340,in,O
13341,turn,O
13342,was,O
13343,significantly,O
13344,higher,O
13345,than,O
13346,the,O
13347,POT,O
13348,meal,O
13349,(,O
13350,P,O
13351, ,O
13352,<,O
13353, ,O
13354,0·05,O
13355,),O
13356,.,O
13357,These,O
13358,data,O
13359,show,O
13360,that,O
13361,while,O
13362,ingestion,O
13363,of,O
13364,CA,O
13365,alone,O
13366,or,O
13367,combined,O
13368,with,O
13369,POT,O
13370,acutely,O
13371,increases,O
13372,circulating,O
13373,insulin,O
13374,concentrations,O
13375,",",O
13376,it,O
13377,does,O
13378,not,O
13379,appreciably,O
13380,alter,O
13381,the,O
13382,postprandial,O
13383,increase,O
13384,in,O
13385,plasma,O
13386,IL-6,O
13387,concentrations,O
13388,in,O
13389,obese,O
13390,women,O
13391,.,O
13392,Coeliac,O
13393,disease,O
13394,(,O
13395,CD,O
13396,),O
13397,affects,O
13398,about,O
13399,1,O
13400, ,O
13401,%,O
13402,of,O
13403,the,O
13404,general,O
13405,population,O
13406,.,O
13407,Information,O
13408,concerning,O
13409,gluten,O
13410,intake,O
13411,in,O
13412,the,O
13413,general,O
13414,population,O
13415,is,O
13416,scarce,O
13417,.,O
