ID|Food Concept|Semantic Tags
A004606|GROUND CARDAMOM|AG.01 [Food]
A004607|RUM SOAKED RAISINS LAST|AG.01.ak.02.a [Excess in drinking];AG.01.h.01.b [Berry];AG.01.y.01 [Intoxicating liquor];AG.01.h.01 [Fruit/a fruit]
A004608|TOASTED MUFFINS|AG.01.n.13 [Cake];AG.01.w [Setting table];AG.01.t.07 [Cooking]
A004609|BEEF CONSOMME|AG.01.d.03 [Beef]
A004610|SOAKED OATS|AG.01.ak.02.a [Excess in drinking];AG.01.i [Corn/cereals/grain]
A004611|SOFT CURDS|AG.01.h.02.d [Cabbage/kale];AG.01.f [Fat/oil]
A004612|GROUND OATS|AG.01.i [Corn/cereals/grain]
A004613|RICE WATER|AG.01.z [Water];AG.01.i [Corn/cereals/grain]
A004614|BANANA HALF|AG.01.h.01 [Fruit/a fruit]
A004615|HOT QUINOA|AG.01.h [Fruit and vegetables];AG.01 [Food]
A004616|FROZEN BANANAS|AG.01.t.06 [Preserving/pickling];AG.01.h.01 [Fruit/a fruit]
A004617|WARM CROISSANTS|AG.01 [Food]
A004618|HOT ORANGE MAPLE SYRUP|AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01 [Food]
A004619|DICED APPLE|AG.01.h.01.c [Apple]
A004620|YAMS|AG.01.h.02.a [Root vegetable]
A004621|QUICK COOKING OATS|AG.01.t.08 [Equipment for food preparation];AG.01.r [Meal];AG.01.i [Corn/cereals/grain];AG.01.t.07 [Cooking]
A004622|WHILE COOKING|AG.01.r [Meal];AG.01.t.07 [Cooking]
A004623|BACON SIDE|AG.01.d.05 [Pork]
A004624|SPREAD SUGAR|AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A004625|FROZEN HASH BROWN POTATOES|AG.01.n.06 [Meat dishes];AG.01.t.06 [Preserving/pickling];AG.01.h.02.a [Root vegetable]
A004626|POTATOES BROWN|AG.01.h.02.a [Root vegetable]
A004627|CUBED AVOCADOS|AG.01.h.01.e [Fruit containing stone]
A004628|DICED POTATOES|AG.01.h.02.a [Root vegetable]
A004629|PANCETTA|AG.01 [Food]
A004630|RESERVED PANCETTA|AG.01 [Food]
A004631|CHOPPED KALE|AG.01 [Food]
A004632|TOFU BROWNS|AG.01.n.09 [Prepared vegetables and dishes]
A004633|GARLIC POWDERS|AG.01.h.02.e [Onion/leek/garlic]
A004634|FARINA|AG.01.k [Flour]
A004635|SEPARATE CRESCENT ROLLS|AG.01.n.11 [Bread]
A004636|PUMPKIN PIE FILLING|AG.01.h.02.f [Fruits as vegetables];AG.01.n.15 [Pastry]
A004637|MUSHROOM SLICES|AG.01.t.08 [Equipment for food preparation];AG.01.h.02.h [Fungi]
A004638|COATED BREAD SLICES|AG.01.n.11 [Bread];AG.01.t.08 [Equipment for food preparation]
A004639|PIE SHELLS|AG.01.n.15 [Pastry];AG.01.o [Animal food]
A004640|CHOPPED ASPARAGUS|AG.01.h.02.b [Stalk vegetables]
A004641|WHOLE WHEAT PASTRY FLOUR|AG.01.e [Dairy produce];AG.01.i [Corn/cereals/grain];AG.01.j [Meal];AG.01.k [Flour];AG.01.n.15 [Pastry]
A004642|MULTIGRAIN HOT CEREAL|AG.01.i [Corn/cereals/grain];AG.01 [Food]
A004643|CROISSANT BOTTOM|AG.01.n.11 [Bread];AG.01.w [Setting table]
A004644|CROISSANT PIECES|AG.01.n.11 [Bread]
A004645|COOKED ONIONS|AG.01.h.02.e [Onion/leek/garlic];AG.01.t.07 [Cooking]
A004646|FRENCH BREAD CUBES|AG.01.n.11 [Bread]
A004647|DARK BROWN SUGAR|AG.01 [Food]
A004648|WARM MILK|AG.01.e [Dairy produce]
A004649|DRIZZLE CINNAMON MIXTURE|AG.01.l.03 [Spice];AG.01.af [Tea manufacture]
A004650|MELTED OIL|AG.01.t.07 [Cooking];AG.01.f [Fat/oil]
A004651|STEVIA SWEETENER|AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A004652|BUTTER CHUNKS|AG.01.e.01 [Butter];AG.01.n [Dishes and prepared food]
A004653|TURKEY HAM|AG.01.d.06 [Fowls];AG.01.d.02 [Part/joint of animal]
A004654|PREPARED MUFFIN|AG.01.n.13 [Cake];AG.01.w [Setting table]
A004655|FOLD EGG WHITES|AG.01.k [Flour];AG.01.g [Eggs]
A004656|BISCUIT CRUST|AG.01.n.11 [Bread];AG.01.n.15 [Pastry];AG.01.n.14 [Biscuit]
A004657|BUTTERMILK BISCUITS|AG.01.n.11 [Bread];AG.01.e [Dairy produce];AG.01.n.13 [Cake];AG.01.n.14 [Biscuit]
A004658|RYE TOAST|AG.01.n.11 [Bread];AG.01.i [Corn/cereals/grain];AG.01.ak [Drinking]
A004659|FRIED EGGS|AG.01.t.07 [Cooking];AG.01.g [Eggs]
A004660|PUREE TOMATILLOS|AG.01 [Food]
A004661|FILLED TORTILLAS|AG.01.n.11 [Bread];AG.01.n.12 [Pancake/tortilla/oatcake];AG.01.t.05 [Preparation for table/cooking];AG.01.x.02 [Appetite]
A004662|DRIED APRICOTS|AG.01.h.01.e [Fruit containing stone]
A004663|OPEN FACE SANDWICHES|AG.01.n.11 [Bread]
A004664|ADDITIONAL CINNAMON|AG.01.l.03 [Spice]
A004665|SLICED APPLE|AG.01.h.01.c [Apple];AG.01.t.05 [Preparation for table/cooking]
A004666|ORANGE JUICE MIXTURE|AG.01.af [Tea manufacture];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.ab [Fruit juice/squash];AG.01.h.01.a [Citrus fruit]
A004667|SMOOTH BATTER FORMS|AG.01.m [Substances for food preparation];AG.01.y.01 [Intoxicating liquor]
A004668|CINNAMON ROLL DOUGH SLICE|AG.01.n.11 [Bread];AG.01.l.03 [Spice];AG.01.t.08 [Equipment for food preparation]
A004669|MALT SYRUP|AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.ae.02 [Malting]
A004670|ORANGE RIND|AG.01.d.05 [Pork]
A004671|FRUIT BREAD SETTING|AG.01.n.11 [Bread];AG.01.h [Fruit and vegetables];AG.01.h.01 [Fruit/a fruit]
A004672|COGNAC|AG.01 [Food]
A004673|SHREDDED POTATOES|AG.01.h.02.a [Root vegetable]
A004674|POURABLE BATTER|AG.01.m [Substances for food preparation]
A004675|COOKED SAUSAGE MIXTURE|AG.01.n.05 [Sausage];AG.01.af [Tea manufacture];AG.01.t.07 [Cooking]
A004676|SMALL FRUIT PIECES|AG.01.n.11 [Bread];AG.01.h [Fruit and vegetables];AG.01.h.01 [Fruit/a fruit]
A004677|ALMOND-COCONUT MILK|AG.01.e [Dairy produce]
A004678|BAGEL HALVES|AG.01.n.11 [Bread]
A004679|FLIP EGGS|AG.01.g [Eggs]
A004680|AMERICAN CHEESE SLICES|AG.01.t.08 [Equipment for food preparation];AG.01.n.18 [Preserve];AG.01.e.02 [Cheese]
A004681|BAGEL SANDWICH|AG.01.n.11 [Bread]
A004682|PUMPKIN PIE|AG.01.h.02.f [Fruits as vegetables];AG.01.n.15 [Pastry]
A004683|CUBED RAISIN BREAD|AG.01.n.11 [Bread];AG.01.h.01.b [Berry];AG.01.h.01 [Fruit/a fruit]
A004684|EXTRA RAISINS|AG.01.h.01.b [Berry];AG.01.h.01 [Fruit/a fruit]
A004685|COOKED EGG WHITE|AG.01.k [Flour];AG.01.t.07 [Cooking];AG.01.g [Eggs]
A004686|LARGE SOFT CURDS|AG.01.h.02.d [Cabbage/kale];AG.01.f [Fat/oil]
A004687|FAT FREE SOUR CREAM|AG.01.e [Dairy produce];AG.01.n [Dishes and prepared food]
A004688|RESISTANT DOUGH|AG.01.n.11 [Bread]
A004689|OPTIONAL NUTS|AG.01.h.01.f [Nut]
A004690|BREADS|AG.01.n.11 [Bread]
A004691|SAUTE OIL|AG.01.f [Fat/oil]
A004692|HOT PEPPER|AG.01.l.03 [Spice];AG.01 [Food]
A004693|CANADIAN-STYLE BACON|AG.01.d.05 [Pork]
A004694|LARGE EGGS|AG.01.g [Eggs]
A004695|OVER VEGETABLES|AF.02.a [Food plant/vegetable]
A004696|CRUMBLED GOAT CHEESE|AG.01.n.18 [Preserve];AG.01.e.02 [Cheese]
A004697|RAMEN NOODLES|AG.01.n [Dishes and prepared food]
A004698|STREUSEL TOPPING|AG.01.n.17 [Confections/sweetmeats]
A004699|CUT-UP BUTTER|AG.01.e.01 [Butter];AG.01.n [Dishes and prepared food]
A004700|LEMON ZESTS|AG.01.ab [Fruit juice/squash];AG.01.l [Additive];AG.01.h.01.a [Citrus fruit]
A004701|EGG BREAD|AG.01.n.11 [Bread];AG.01.g [Eggs]
A004702|BRIOCHE|AG.01 [Food]
A004703|COATED BRIOCHE PIECES|AG.01.n.11 [Bread];AG.01.n.13 [Cake]
A004704|COOKED STRAWBERRIES|AG.01.h.01.b [Berry];AG.01.t.07 [Cooking]
A004705|GREEN HOT SAUCE|AG.01.l.04 [Sauce/dressing];AG.01.h [Fruit and vegetables];AG.01 [Food]
A004706|COOKED ASPARAGUS|AG.01.h.02.b [Stalk vegetables];AG.01.t.07 [Cooking]
A004707|DEGREES F. GREASE RECTANGULAR|AG.01 [Food]
A004708|SPREAD APPLE MIXTURE|AG.01.h.01.c [Apple];AG.01.af [Tea manufacture]
A004709|ESPRESSO|AG.01 [Food]
A004710|PIE CRUST PASTRY|AG.01.n.11 [Bread];AG.01.n.15 [Pastry]
A004711|BAKED PIE CRUST|AG.01.n.11 [Bread];AG.01.n.15 [Pastry];AG.01.t.07 [Cooking]
A004712|COOKED WAFFLES|AG.01.n.13 [Cake];AG.01.t.07 [Cooking]
A004713|BUTTER SLICES|AG.01.t.08 [Equipment for food preparation];AG.01.e.01 [Butter];AG.01.n [Dishes and prepared food]
A004714|ADDITIONAL BUTTER|AG.01.e.01 [Butter];AG.01.n [Dishes and prepared food]
A004715|CREPE MIX|AG.01.m [Substances for food preparation]
A004716|ROLLED PANCAKES|AG.01.n.12 [Pancake/tortilla/oatcake]
A004717|CHICKEN SOUP BASE|AG.01.d.06 [Fowls];AG.01.n.02 [Soup/pottage]
A004718|SMOKED SALT|AG.01.w [Setting table];AG.01.l.01 [Salt];AG.01.t.06 [Preserving/pickling]
A004719|ANDOUILLE SAUSAGE SLICES|AG.01.t.08 [Equipment for food preparation];AG.01.n.05 [Sausage]
A004720|FIRE-ROASTED TOMATOES|AG.01.h.02.f [Fruits as vegetables]
A004721|COOKED ANDOUILLE SAUSAGE|AG.01.n.05 [Sausage];AG.01.t.07 [Cooking]
A004722|SAUSAGE SLICES|AG.01.t.08 [Equipment for food preparation];AG.01.n.05 [Sausage]
A004723|RUM EXTRACT|AG.01.y.01 [Intoxicating liquor]
A004724|FRY BREAD SLICES|AG.01.n.11 [Bread];AG.01.t.08 [Equipment for food preparation]
A004725|WARM FRUIT SAUCE|AG.01.l.04 [Sauce/dressing];AG.01.h [Fruit and vegetables];AG.01.h.01 [Fruit/a fruit]
A004726|CREAMY MAYONNAISE|AG.01.e [Dairy produce];AG.01.n.01 [Food by way of preparation];AG.01.l.04 [Sauce/dressing]
A004727|BLENDED OATS|AG.01.i [Corn/cereals/grain]
A004728|DRY MILK POWDER|AG.01.n.11 [Bread];AG.01.e [Dairy produce];AG.01.ak.02 [Thirst];AG.01.l [Additive]
A004729|SALTED EGG|AG.01.t.05 [Preparation for table/cooking];AG.01.g [Eggs]
A004730|HUNDRED-YEAR EGG|AG.01.g [Eggs]
A004731|BEATEN WHITES|AG.01.k [Flour]
A004732|SOY YOGURT|AG.01 [Food]
A004733|SLICED HAM|AG.01.d.02 [Part/joint of animal];AG.01.t.05 [Preparation for table/cooking]
A004734|EGG COOKS|AG.01.t.07 [Cooking];AG.01.g [Eggs]
A004735|SPREAD BUTTER|AG.01.e.01 [Butter];AG.01.n [Dishes and prepared food]
A004736|GRANOLA CEREAL|AG.01.i [Corn/cereals/grain];AG.01.n.10 [Grain dishes]
A004737|SLICED BANANA|AG.01.t.05 [Preparation for table/cooking];AG.01.h.01 [Fruit/a fruit]
A004738|BARLEY FLOUR|AG.01.j [Meal];AG.01.k [Flour];AG.01.i [Corn/cereals/grain]
A004739|VITAL WHEAT GLUTEN|AG.01.k [Flour];AG.01.i [Corn/cereals/grain]
A004740|SEED MIXTURE|AG.01.af [Tea manufacture]
A004741|RISEN DOUGH|AG.01.n.11 [Bread]
A004742|OVAL LOAF SHAPE|AG.01.n.11 [Bread];AG.01.n.06 [Meat dishes]
A004743|MILLET SEEDS|AG.01.i [Corn/cereals/grain]
A004744|RESERVED BACON GREASE|AG.01.d.05 [Pork]
A004745|BUTTERMILK PANCAKE MIX|AG.01.e [Dairy produce];AG.01.m [Substances for food preparation];AG.01.n.12 [Pancake/tortilla/oatcake]
A004746|2-INCH HOLE|AG.01 [Food]
A004747|HOLE|AG.01 [Food]
A004748|DATE PASTE|AG.01.h.01.e [Fruit containing stone];AG.01.n.17 [Confections/sweetmeats];AG.01.l [Additive]
A004749|HADDOCK|AG.01.d.07 [Seafood]
A004750|THIN DISK|AG.01 [Food]
A004751|FOLD CREPE|AG.01 [Food]
A004752|BLACK PUDDING SLICES|AG.01.t.08 [Equipment for food preparation];AG.01.n.03 [Puddings]
A004753|RESIDUAL BACON GREASE|AG.01.d.05 [Pork]
A004754|COOLED MILK|AG.01.e [Dairy produce]
A004755|DOUGH CYCLE|AG.01.n.11 [Bread]
A004756|HOT LOAVES|AG.01.n.11 [Bread];AG.01.n.06 [Meat dishes];AG.01 [Food]
A004757|BEET|AG.01 [Food]
A004758|PUT FLOUR|AG.01.j [Meal];AG.01.k [Flour]
A004759|HOT MARINADE|AG.01.m [Substances for food preparation];AG.01 [Food]
A004760|HEATPROOF COOKING MITT|AG.01.r [Meal];AG.01.t.07 [Cooking]
A004761|CUT OATS|AG.01.i [Corn/cereals/grain]
A004762|GROUND NUTMEG|AG.01.l.03 [Spice];AG.01.t.05 [Preparation for table/cooking]
A004763|FLAKED COCONUT|AG.01.h.01.f [Nut]
A004764|FLAX|AF.24 [Yielding fibre/thatching/basket material]
A004765|DESIRED CEREAL CONSISTENCY|AG.01.i [Corn/cereals/grain]
A004766|CINNAMON BREAD|AG.01.n.11 [Bread];AG.01.l.03 [Spice]
A004767|SEASONED COATING|AG.01.t.05 [Preparation for table/cooking]
A004768|EGG BALLS|AG.01.g [Eggs]
A004769|COATED SAUSAGE|AG.01.n.05 [Sausage]
A004770|TEA FLAVOR|AG.01.r [Meal];AG.01.af [Tea manufacture];AG.01.ac [Tea]
A004771|DOUGH SETTING|AG.01.n.11 [Bread]
A004772|CYCLE TIME|AG.01 [Food]
A004773|SAUSAGE LINKS|AG.01.n.05 [Sausage]
A004774|PECAN PIECES|AG.01.n.11 [Bread];AG.01.h.01.f [Nut]
A004775|ONION MIX|AG.01.h.02.e [Onion/leek/garlic];AG.01.m [Substances for food preparation]
A004776|BISCUIT MIXTURE|AG.01.n.11 [Bread];AG.01.n.13 [Cake];AG.01.af [Tea manufacture];AG.01.n.14 [Biscuit]
A004777|FRUIT BREAD|AG.01.n.11 [Bread];AG.01.h [Fruit and vegetables];AG.01.h.01 [Fruit/a fruit]
A004779|NON-FAT DRY MILK POWDER|AG.01.e [Dairy produce]
A004780|SHAPED DOUGH|AG.01.n.11 [Bread]
A004781|SECTION COOKS|AG.01.t.07 [Cooking]
A004782|BISCUIT PIECES|AG.01.n.11 [Bread];AG.01.n.13 [Cake];AG.01.n.14 [Biscuit]
A004783|DRIZZLE SPICE SPIKED GLAZE|AG.01.l.03 [Spice]
A004784|SPICE SPIKED GLAZE|AG.01.l.03 [Spice]
A004785|THAWED PASTRY SHELL|AG.01.n.15 [Pastry]
A004786|COOLED PIE SHELL|AG.01.n.15 [Pastry];AG.01.o [Animal food]
A004787|FOCACCIA BREAD SLICES|AG.01.n.11 [Bread];AG.01.t.08 [Equipment for food preparation]
A004788|SLICED EGGS|AG.01.t.05 [Preparation for table/cooking];AG.01.g [Eggs]
A004789|UNCOOKED EGGS|AG.01.t.07 [Cooking];AG.01.g [Eggs]
A004790|ALMOND FLOUR MIXTURE|AG.01.j [Meal];AG.01.k [Flour];AG.01.af [Tea manufacture];AG.01.h.01.f [Nut]
A004791|BISCUIT SHAPES|AG.01.n.11 [Bread];AG.01.n.04 [Jelly];AG.01.n.13 [Cake];AG.01.n.14 [Biscuit]
A004792|PASTRY FLOUR|AG.01.j [Meal];AG.01.k [Flour];AG.01.n.15 [Pastry];AG.01.t.05 [Preparation for table/cooking]
A004793|JASMINE RICE|AG.01.i [Corn/cereals/grain]
A004794|BURGER PATTIES|AG.01.n.17.a [Sweets];AG.01.n.06 [Meat dishes];AG.01.n.15 [Pastry];AG.01.n [Dishes and prepared food]
A004795|HOT COOKED RICE|AG.01.i [Corn/cereals/grain];AG.01.t.07 [Cooking];AG.01 [Food]
A004796|BEEF PATTY|AG.01.n.17.a [Sweets];AG.01.d.03 [Beef];AG.01.n.15 [Pastry];AG.01.n [Dishes and prepared food]
A004797|GROUND BEEF PATTY|AG.01.n.17.a [Sweets];AG.01.d.03 [Beef];AG.01.n.15 [Pastry];AG.01.n [Dishes and prepared food]
A004798|OVER-EASY EGG|AG.01.g [Eggs]
A004799|LARGE HOLES|AG.01 [Food]
A004800|CINNAMON ROLLS|AG.01.n.11 [Bread];AG.01.l.03 [Spice]
A004801|SCRAMBLED EGG|AG.01.g [Eggs]
A004802|DICE POTATOES|AG.01.h.02.a [Root vegetable]
A004803|GOLDEN-BROWN CRUST|AG.01.n.11 [Bread];AG.01.n.15 [Pastry]
A004804|HOT POTATOES|AG.01.h.02.a [Root vegetable];AG.01 [Food]
A004805|RESERVED CHICKEN MIXTURE|AG.01.d.06 [Fowls];AG.01.af [Tea manufacture]
A004806|GRAPEFRUIT SODA|AG.01.aa [Aerated/carbonated drink];AG.01.m [Substances for food preparation];AG.01.h.01.a [Citrus fruit]
A004807|PASTRY CRUST|AG.01.n.11 [Bread];AG.01.n.15 [Pastry]
A004808|GRATED POTATOES|AG.01.h.02.a [Root vegetable]
A004809|DRIZZLE RASPBERRY|AG.01.h.01.b [Berry]
A004810|GROUND HAM|AG.01.d.02 [Part/joint of animal]
A004811|ANISE SEED|AF.21 [Particular medicinal/food plants/parts];AF.10.i [Seed]
A004812|STRAWBERRY BATTER|AG.01.h.01.b [Berry];AG.01.m [Substances for food preparation]
A004813|BATTER WELL-COMBINED|AG.01.m [Substances for food preparation]
A004814|CHILLED BATTER|AG.01.t.06 [Preserving/pickling];AG.01.m [Substances for food preparation];AG.01.t.05 [Preparation for table/cooking]
A004815|COATED BLUEBERRIES|AF.10.l [Wood, other part of tree/woody plant];AE.07.d [Covering/skin]
A004816|PREPARED BATTER|AG.01.m [Substances for food preparation]
A004817|PIZZA TOPPINGS|AG.01.n.11 [Bread]
A004818|BLUEBERRY SANDWICHES|AG.01.n.11 [Bread]
A004819|BLUEBERRY SANDWICH|AG.01.n.11 [Bread]
A004820|SOFT YOLKS|AG.01 [Food]
A004821|NICE GOLDEN BROWN CRUST|AG.01.n.11 [Bread];AG.01.a [Qualities of food];AG.01.n.15 [Pastry]
A004822|PEAR SIDE|AG.01.h.01.d [Pear]
A004823|SILVER DOLLAR-SIZED DOLLOPS|AF.01 [Plants collectively]
A004824|NACHO CHEESE SOUP|AG.01.n.18 [Preserve];AG.01.n.02 [Soup/pottage];AG.01.n.09 [Prepared vegetables and dishes];AG.01.e.02 [Cheese]
A004825|REGULAR-SIZE MUFFIN|AG.01.n.13 [Cake];AG.01.w [Setting table]
A004826|CHEDDAR-MONTEREY JACK CHEESE|AG.01.n.18 [Preserve];AG.01.e.02 [Cheese]
A004827|HEATED BEANS|AF.20.f [Pulses/plants producing pulses]
A004828|OUTER SHELL|AE.12.b [Order Chelonia (turtles, tortoises)];AE.08 [Invertebrates]
A004829|TENDER SQUASH MEAT|AG.01.d [Animals for food];AG.01.ab [Fruit juice/squash];AG.01 [Food]
A004830|MARGARINE PIECES|AG.01.n.11 [Bread];AG.01.f [Fat/oil]
A004831|MINIATURE MUFFIN|AG.01.n.13 [Cake];AG.01.w [Setting table]
A004832|TOP SPINACH|AG.01.h.02.c [Leaf vegetables]
A004833|IMITATION CRAB MEAT|AG.01.d.07 [Seafood];AG.01.d [Animals for food];AG.01 [Food]
A004834|SOAKED BREAD CUBES|AG.01.n.11 [Bread];AG.01.ak.02.a [Excess in drinking]
A004835|MOIST DOUGH|AG.01.n.11 [Bread];AG.01.ak.02.a [Excess in drinking];AG.01.y.01 [Intoxicating liquor]
A004836|OVAL LOAVES|AG.01.n.11 [Bread];AG.01.n.06 [Meat dishes]
A004837|LOAVES SOUND HOLLOW|AG.01.n.11 [Bread];AG.01.n.06 [Meat dishes]
A004838|LITTLE MILK|AG.01.e [Dairy produce]
A004839|CRUMBLED SAUSAGE|AG.01.n.05 [Sausage]
A004840|SHREDDED MONTEREY JACK CHEESE|AG.01.n.18 [Preserve];AG.01.e.02 [Cheese]
A004841|BULK HOT PORK SAUSAGE|AG.01.d.05 [Pork];AG.01.n.05 [Sausage];AG.01.b [Consistency of food];AG.01 [Food]
A004842|WHITE|AG.01.k [Flour];AG.01.g [Eggs]
A004843|DINERS ' PREFERENCES|AG.01.x.01.a [Eating place];AG.01.x.01 [Eating]
A004844|COOKED SAUSAGE PATTY|AG.01.n.17.a [Sweets];AG.01.n.05 [Sausage];AG.01.n [Dishes and prepared food];AG.01.t.07 [Cooking];AG.01.n.15 [Pastry]
A004845|FRIED EGG|AG.01.t.07 [Cooking];AG.01.g [Eggs]
A004846|HOT COCOA MIX|AG.01.m [Substances for food preparation];AG.01 [Food]
A004847|VANILLA FLAVORED SUGAR|AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A004848|COCONUT FLAVORING|AG.01.h.01.f [Nut]
A004849|HOT LOAF|AG.01.n.11 [Bread];AG.01.n.06 [Meat dishes];AG.01 [Food]
A004850|TORTILLA SLICES|AG.01.n.11 [Bread];AG.01.t.08 [Equipment for food preparation];AG.01.n.12 [Pancake/tortilla/oatcake]
A004851|TRANSFER VEGETABLES|AF.02.a [Food plant/vegetable]
A004852|UNSET EGG|AG.01.g [Eggs]
A004853|COOKED ASPARAGUS MIXTURE|AG.01.h.02.b [Stalk vegetables];AG.01.af [Tea manufacture];AG.01.t.07 [Cooking]
A004854|CHEDDAR CHEESES|AG.01.n.18 [Preserve];AG.01.e.02 [Cheese]
A004855|SORGHUM FLOUR|AG.01.j [Meal];AG.01.k [Flour];AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A004856|DUCK EGG WHITES|AG.01.d.06 [Fowls];AG.01.k [Flour];AG.01.g [Eggs]
A004857|SEPARATE BISCUITS|AG.01.n.11 [Bread];AG.01.n.13 [Cake];AG.01.n.14 [Biscuit]
A004858|PUMPKIN BEER|AG.01.h.02.f [Fruits as vegetables];AG.01.y.01.b [Ale/beer]
A004859|CHIA SEED MIXTURE|AG.01.af [Tea manufacture];AG.01.ac [Tea]
A004860|UNDISSOLVED YEAST|AG.01.m [Substances for food preparation];AG.01.ae.03 [Brewing]
A004861|RAPIDRISE YEAST|AG.01.m [Substances for food preparation];AG.01.ae.03 [Brewing]
A004862|BASMATI RICE|AG.01.i [Corn/cereals/grain]
A004863|COARSE POWDER|AG.01.a [Qualities of food]
A004864|GROUND RICE|AG.01.i [Corn/cereals/grain]
A004865|AVOCADO SAUCE|AG.01.h.01.e [Fruit containing stone];AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing]
A004866|ROASTED TOMATOES|AG.01.h.02.f [Fruits as vegetables];AG.01.t.07 [Cooking]
A004867|BUTTER EXTRACT|AG.01.e.01 [Butter];AG.01.n [Dishes and prepared food]
A004868|HOT POPPY SEED LOAF|AG.01.n.11 [Bread];AG.01.n.06 [Meat dishes];AG.01 [Food]
A004869|GREEN APPLE|AG.01.h.01.c [Apple]
A004870|WARM MAPLE-PEANUT BUTTER SAUCE|AG.01.e.01 [Butter];AG.01.n [Dishes and prepared food];AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing]
A004871|CHOPPED APPLES|AG.01.h.01.c [Apple]
A004872|STANDARD MUFFIN|AG.01.n.11 [Bread];AG.01.n.13 [Cake];AG.01.w [Setting table]
A004873|HOT CHOCOLATE MIX|AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation];AG.01 [Food]
A004874|LARGE FRYING PANT|AG.01.t.07 [Cooking]
A004875|EGG BATTER|AG.01.m [Substances for food preparation];AG.01.g [Eggs]
A004876|NECTARINE|AG.01.h.01.e [Fruit containing stone]
A004877|LEMON FLAVORINGS|AG.01.h.01.a [Citrus fruit]
A004878|STILL WARM LOAVES|AG.01.n.11 [Bread];AG.01.n.06 [Meat dishes]
A004879|FENNEL SEEDS|AG.01.h.02.i [Herb]
A004880|ORANGE RIND MIXTURE|AG.01.d.05 [Pork];AG.01.af [Tea manufacture]
A004881|ADDITIONAL WHITE FLOUR|AG.01.j [Meal];AG.01.k [Flour]
A004882|RESERVED DRIPPINGS|AG.01.f [Fat/oil]
A004883|HOT PASTRY SHELL|AG.01.n.15 [Pastry];AG.01.o [Animal food];AG.01 [Food]
A004884|ADDITIONAL ORANGE JUICE|AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.ab [Fruit juice/squash];AG.01.h.01.a [Citrus fruit]
A004885|SHREDDED POTATO|AG.01.h.02.a [Root vegetable]
A004886|MUSTARD SIDE|AG.01.l.03 [Spice]
A004887|FROZEN GRAPES|AG.01.h.01.b [Berry];AG.01.t.06 [Preserving/pickling]
A004888|CUBED PINEAPPLE|AG.01 [Food]
A004889|BANANA SANDWICH|AG.01.n.11 [Bread];AG.01.h.01 [Fruit/a fruit]
A004890|CREAMED BEEF|AG.01.e [Dairy produce];AG.01.d.03 [Beef];AG.01.t.05 [Preparation for table/cooking];AG.01.t.07 [Cooking]
A004891|FRESH CORN KERNELS|AG.01.z [Water];AG.01.i [Corn/cereals/grain];AG.01 [Food]
A004892|RESERVED SAUSAGE MIXTURE|AG.01.n.05 [Sausage];AG.01.af [Tea manufacture]
A004893|HEATED CREAM MIXTURE|AG.01.e [Dairy produce];AG.01.af [Tea manufacture];AG.01.n [Dishes and prepared food]
A004894|HASH BROWNS MIXTURE|AG.01.n.06 [Meat dishes];AG.01.af [Tea manufacture]
A004895|THAWED BROCCOLI|AG.01 [Food]
A004896|TOASTED ENGLISH MUFFINS|AG.01.n.13 [Cake];AG.01.w [Setting table];AG.01.t.07 [Cooking]
A004897|EGG SLICES|AG.01.t.08 [Equipment for food preparation];AG.01.g [Eggs]
A004898|CHICKEN GRAVY|AG.01.d.06 [Fowls];AG.01.l.04 [Sauce/dressing];AG.01.l [Additive]
A004899|LITTLE FLOUR|AG.01.j [Meal];AG.01.k [Flour]
A004900|SPANISH SEASONING|AG.01.t.05 [Preparation for table/cooking];AG.01.l [Additive]
A004901|MARINATE|AG.01 [Food]
A004902|CUBED HAM|AG.01.d.02 [Part/joint of animal];AE.07.b [Body and limbs]
A004903|LOBSTER PIECES|AG.01.n.11 [Bread];AG.01.d.07 [Seafood]
A004904|SLICED SAUSAGE|AG.01.n.05 [Sausage];AG.01.t.05 [Preparation for table/cooking]
A004905|EGG SETS|AG.01.g [Eggs]
A004906|NEEDLE|AF.13.b [Conifers];AF.12 [Particular plants/herbs/shrubs];AG.01 [Food]
A004907|UNCOOKED BATTER|AG.01.m [Substances for food preparation];AG.01.t.07 [Cooking]
A004908|GOLDEN BROWN BALL|AG.01 [Food]
A004909|STUFFED CREPES|AG.01.t.05 [Preparation for table/cooking]
A004910|COATED BISCUITS|AG.01.n.11 [Bread];AG.01.n.13 [Cake];AG.01.n.14 [Biscuit]
