,ID,Food Concept,Semantic Tags,pure tag
3880,A003895,PEANUTS BROWN,AG.01.t.07 [Cooking];AG.01.h.01.f [Nut],AG.01.t.07;AG.01.h.01.f
3881,A003896,STRAWBERRY GELATIN,AG.01.n.18 [Preserve];AG.01.h.01.b [Berry],AG.01.n.18;AG.01.h.01.b
3882,A003897,STRAWBERRY FLAVORED CREAM CHEESE,AG.01.n.18 [Preserve];AG.01.h.01.b [Berry];AG.01.e.02 [Cheese];AG.01.n [Dishes and prepared food],AG.01.n.18;AG.01.h.01.b;AG.01.e.02;AG.01.n
3883,A003898,UNTIL,AG.01 [Food],AG.01
3884,A003899,SUGAR SYRUP,AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.l.02
3885,A003900,PLIABLE BALL,AG.01 [Food],AG.01
3886,A003901,CHEESE FOOD,AG.01.n.18 [Preserve];AG.01.e.02 [Cheese];AG.01 [Food],AG.01.n.18;AG.01.e.02;AG.01
3887,A003903,SOAKED CHIPS,AG.01.ak.02.a [Excess in drinking],AG.01.ak.02.a
3888,A003904,COLD DRINKS,AG.01.y.01 [Intoxicating liquor];AG.01.y [Drink];AG.01.ak [Drinking],AG.01.y.01;AG.01.y;AG.01.ak
3889,A003905,PEELED EGGS,AG.01.g [Eggs],AG.01.g
3890,A003906,PICKLED BEETS,AG.01.t.06 [Preserving/pickling],AG.01.t.06
3891,A003907,PINEAPPLE YOGURT,AG.01 [Food],AG.01
3892,A003908,REFRIGERATED BISCUIT DOUGH,AG.01.n.11 [Bread];AG.01.n.13 [Cake];AG.01.t.06 [Preserving/pickling];AG.01.n.14 [Biscuit],AG.01.n.11;AG.01.n.13;AG.01.t.06;AG.01.n.14
3893,A003909,JALAPENO ROLL,AG.01 [Food],AG.01
3894,A003910,FRY EGG ROLLS,AG.01 [Food],AG.01
3895,A003911,CHILI POWDER MIXTURE,AG.01.af [Tea manufacture],AG.01.af
3896,A003912,MUENSTER CHEESE,AG.01.n.18 [Preserve];AG.01.e.02 [Cheese],AG.01.n.18;AG.01.e.02
3897,A003913,DRY SHERRY,AG.01.y.01.a [Wine],AG.01.y.01.a
3898,A003914,TUNA BALLS,AE.10.g [Order Perciformes (perches)],AE.10.g
3899,A003915,DILL SPRIGS,AG.01.h.02.i [Herb],AG.01.h.02.i
3900,A003916,MINCED DILL,AG.01.h.02.i [Herb],AG.01.h.02.i
3901,A003917,SHRIMP MEAT,AG.01.d.07 [Seafood];AG.01.d [Animals for food];AG.01 [Food],AG.01.d.07;AG.01.d;AG.01
3902,A003918,COLOURED SKINS,AG.01 [Food],AG.01
3903,A003919,ONION SKIN,AG.01.h.02.e [Onion/leek/garlic],AG.01.h.02.e
3904,A003920,ONION SKINS,AG.01.h.02.e [Onion/leek/garlic],AG.01.h.02.e
3905,A003921,WRAPPED EGGS,AG.01.g [Eggs],AG.01.g
3906,A003922,SARDINES,AG.01.d.07 [Seafood],AG.01.d.07
3907,A003923,CRUSHED SALTINE CRACKERS,AG.01.n.14 [Biscuit],AG.01.n.14
3908,A003924,SINGLE BASIL LEAF,AF.20.e [Particular vegetables];AF.10.e [Leaf];AF.12 [Particular plants/herbs/shrubs],AF.20.e;AF.10.e;AF.12
3909,A003925,MALT VINEGAR,AG.01.ae.01 [Wine-making];AG.01.ae.02 [Malting];AG.01.l [Additive],AG.01.ae.01;AG.01.ae.02;AG.01.l
3910,A003926,TANGY WING,AE.07.b [Body and limbs],AE.07.b
3911,A003927,SAUCE-COATED WINGS,AE.07.b [Body and limbs],AE.07.b
3912,A003928,ADDITIONAL DOUGH CIRCLES,AG.01.n.11 [Bread],AG.01.n.11
3913,A003929,BLACK CAVIAR,AG.01 [Food],AG.01
3914,A003930,RED CAVIAR,AG.01 [Food],AG.01
3915,A003931,GARLIC CHILE PASTE,AG.01.h.02.e [Onion/leek/garlic];AG.01.n.17 [Confections/sweetmeats];AG.01.l [Additive],AG.01.h.02.e;AG.01.n.17;AG.01.l
3916,A003932,BEET SLICES,AG.01.t.08 [Equipment for food preparation],AG.01.t.08
3917,A003933,RESERVED VINEGAR,AG.01.ae.01 [Wine-making];AG.01.l [Additive],AG.01.ae.01;AG.01.l
3918,A003934,COLD BACON,AG.01.d.05 [Pork],AG.01.d.05
3919,A003935,LARGEST ENDIVE LEAVES,AG.01.h.02.c [Leaf vegetables],AG.01.h.02.c
3920,A003936,EGG SALAD,AG.01.n.09 [Prepared vegetables and dishes];AG.01.h.02 [Vegetables];AG.01.g [Eggs],AG.01.n.09;AG.01.h.02;AG.01.g
3921,A003937,COOKIE PRESS,AG.01.n.13 [Cake],AG.01.n.13
3922,A003938,CHARRED VEGETABLES,AF.02.a [Food plant/vegetable],AF.02.a
3923,A003939,HOT CHILE SAUCE,AG.01 [Food];AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing],AG.01;AG.01.h;AG.01.l.04
3924,A003940,SPICE MIX,AG.01.l.03 [Spice];AG.01.m [Substances for food preparation],AG.01.l.03;AG.01.m
3925,A003941,CRYSTALLIZED GINGER,AG.01.l.03 [Spice];AG.01.n.18 [Preserve],AG.01.l.03;AG.01.n.18
3926,A003942,PEPPER CUBES,AG.01.l.03 [Spice],AG.01.l.03
3927,A003943,WHEAT FLOURS,AG.01.j [Meal];AG.01.k [Flour];AG.01.i [Corn/cereals/grain],AG.01.j;AG.01.k;AG.01.i
3928,A003944,HOAGIE ROLL PIECES,AG.01.n.11 [Bread],AG.01.n.11
3929,A003945,FRESH FIGS,AG.01.z [Water];AG.01.h.01 [Fruit/a fruit];AG.01 [Food],AG.01.z;AG.01.h.01;AG.01
3930,A003946,DRIED FIGS,AG.01.h.01 [Fruit/a fruit],AG.01.h.01
3931,A003947,FIG HALF,AG.01.h.01 [Fruit/a fruit],AG.01.h.01
3932,A003948,CARAMELIZED SUGAR,AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.l.02
3933,A003949,DRAINED MUSHROOMS,AG.01.h.02.h [Fungi],AG.01.h.02.h
3934,A003950,ROOTS,AG.01.h.02.a [Root vegetable],AG.01.h.02.a
3935,A003951,DRY YEAST,AG.01.m [Substances for food preparation];AG.01.ae.03 [Brewing],AG.01.m;AG.01.ae.03
3936,A003952,THICK PANCAKE BATTER --,AG.01.n.12 [Pancake/tortilla/oatcake];AG.01.m [Substances for food preparation],AG.01.n.12;AG.01.m
3937,A003953,TROUT,AG.01.d.07 [Seafood],AG.01.d.07
3938,A003954,CUT SAUSAGE CROSSWISE,AG.01.n.05 [Sausage],AG.01.n.05
3939,A003955,CREAM CHEESE PIECES,AG.01.e [Dairy produce];AG.01.n [Dishes and prepared food];AG.01.n.18 [Preserve];AG.01.n.11 [Bread];AG.01.e.02 [Cheese],AG.01.e;AG.01.n;AG.01.n.18;AG.01.n.11;AG.01.e.02
3940,A003956,SAUSAGE PORTION,AG.01.p [Amounts of food];AG.01.n.05 [Sausage],AG.01.p;AG.01.n.05
3941,A003957,UNCOOKED BACON,AG.01.d.05 [Pork];AG.01.t.07 [Cooking],AG.01.d.05;AG.01.t.07
3942,A003958,STUFFED SAUSAGE,AG.01.n.05 [Sausage];AG.01.t.05 [Preparation for table/cooking],AG.01.n.05;AG.01.t.05
3943,A003959,SLICED ZUCCHINI,AG.01.h.02.f [Fruits as vegetables];AG.01.t.05 [Preparation for table/cooking],AG.01.h.02.f;AG.01.t.05
3944,A003960,FLIP FRIES,AG.01.d.02 [Part/joint of animal],AG.01.d.02
3945,A003961,BUFFALO CHICKEN MIXTURE,AG.01.d.06 [Fowls];AG.01.af [Tea manufacture],AG.01.d.06;AG.01.af
3946,A003962,DARK CHOCOLATE CHIPS,AG.01.n.17.a [Sweets];AG.01 [Food];AG.01.h.01 [Fruit/a fruit];AG.01.n.11 [Bread];AG.01.m [Substances for food preparation],AG.01.n.17.a;AG.01;AG.01.h.01;AG.01.n.11;AG.01.m
3947,A003963,COFFEE BEANS,AG.01.ad [Coffee];AG.01.h.02.g [Pulse];AG.01.ag [Coffee manufacture],AG.01.ad;AG.01.h.02.g;AG.01.ag
3948,A003964,ADDITIONAL GREEN ONIONS,AG.01.h.02.e [Onion/leek/garlic],AG.01.h.02.e
3949,A003965,MASHED POTATO MIXTURE,AG.01.t.05 [Preparation for table/cooking];AG.01.af [Tea manufacture];AG.01.h.02.a [Root vegetable];AG.01.ae.03 [Brewing],AG.01.t.05;AG.01.af;AG.01.h.02.a;AG.01.ae.03
3950,A003966,POTATO CHIP,AG.01 [Food],AG.01
3951,A003967,EDAMAME SHELLS,AG.01.o [Animal food],AG.01.o
3952,A003968,TOP STELLA SHREDDED MOZZARELLA CHEESE,AG.01.n.18 [Preserve];AG.01.e.02 [Cheese],AG.01.n.18;AG.01.e.02
3953,A003969,DRIED OREGANO,AG.01 [Food],AG.01
3954,A003970,STELLA PARMESAN CHEESE,AG.01.n.18 [Preserve];AG.01.ak [Drinking];AG.01.e.02 [Cheese],AG.01.n.18;AG.01.ak;AG.01.e.02
3955,A003971,BROWN SAUSAGE,AG.01.n.05 [Sausage],AG.01.n.05
3956,A003972,OVER,AG.01 [Food],AG.01
3957,A003973,LITTLE BALLS,AG.01 [Food],AG.01
3958,A003974,UNDILUTED CREAM,AG.01.e [Dairy produce];AG.01.n [Dishes and prepared food],AG.01.e;AG.01.n
3959,A003975,EXTRA OIL,AG.01.f [Fat/oil],AG.01.f
3960,A003976,UNCOOKED BEANS,AG.01.t.07 [Cooking],AG.01.t.07
3961,A003977,PASTRY BASE,AG.01.n.15 [Pastry],AG.01.n.15
3962,A003978,STALKS,AF.10.a [Stem/stalk],AF.10.a
3963,A003979,CELERY STALKS,AG.01.h.02.b [Stalk vegetables],AG.01.h.02.b
3964,A003980,BLACK-EYED PEA MIXTURE,AG.01.h.02.g [Pulse];AG.01.af [Tea manufacture],AG.01.h.02.g;AG.01.af
3965,A003981,PASTRY SHELL,AG.01.t.08 [Equipment for food preparation];AG.01.t.05 [Preparation for table/cooking];AG.01.n.15 [Pastry];AG.01.o [Animal food],AG.01.t.08;AG.01.t.05;AG.01.n.15;AG.01.o
3966,A003982,PASTRY SHELLS,AG.01.t.08 [Equipment for food preparation];AG.01.n.15 [Pastry];AG.01.o [Animal food],AG.01.t.08;AG.01.n.15;AG.01.o
3967,A003983,PODS,AF.10 [Part of plant],AF.10
3968,A003984,POD,AE.06 [Animals collectively];AF.10 [Part of plant],AE.06;AF.10
3969,A003985,DRY PODS,AF.10 [Part of plant],AF.10
3970,A003986,TOPPED PIZZA CRUST,AG.01.n.11 [Bread];AG.01.n.15 [Pastry],AG.01.n.11;AG.01.n.15
3971,A003987,GOLDEN CURRANTS,AG.01.h.01.b [Berry],AG.01.h.01.b
3972,A003988,CURRY POWDER MIXTURE,AG.01.l.03 [Spice];AG.01.n.01 [Food by way of preparation];AG.01.af [Tea manufacture],AG.01.l.03;AG.01.n.01;AG.01.af
3973,A003989,CHEDDAR CHEESE STRIP,AG.01.n.18 [Preserve];AG.01.e.02 [Cheese],AG.01.n.18;AG.01.e.02
3974,A003990,YELLOW CORNMEAL,AG.01 [Food],AG.01
3975,A003991,YELLOW CORNMEAL MIXTURE,AG.01.af [Tea manufacture],AG.01.af
3976,A003992,LOWER PEPPERS,AG.01.l.03 [Spice],AG.01.l.03
3977,A003993,SAFFLOWER OIL,AG.01.f [Fat/oil],AG.01.f
3978,A003994,COATED SANDWICH,AG.01.n.11 [Bread],AG.01.n.11
3979,A003995,SMALL PRETZELS,AG.01.n.14 [Biscuit],AG.01.n.14
3980,A003996,COOLED RICE,AG.01.i [Corn/cereals/grain],AG.01.i
3981,A003997,PESTO EGG,AG.01.l.04 [Sauce/dressing];AG.01.g [Eggs],AG.01.l.04;AG.01.g
3982,A003998,SMALL ROLLS,AG.01.n.11 [Bread],AG.01.n.11
3983,A003999,GRATED TURNIP,AG.01.h.02.a [Root vegetable],AG.01.h.02.a
3984,A004000,SMALL TOAST,AG.01.n.11 [Bread];AG.01.ak [Drinking],AG.01.n.11;AG.01.ak
3985,A004001,ADDITIONAL TRUFFLE OIL,AG.01.n.17.a [Sweets];AG.01.h.02.h [Fungi];AG.01.f [Fat/oil],AG.01.n.17.a;AG.01.h.02.h;AG.01.f
3986,A004002,DOUGH CONSISTENCY,AG.01.n.11 [Bread],AG.01.n.11
3987,A004003,KALA BALLS,AG.01 [Food],AG.01
3988,A004004,CHIPOTLE CHILE,AG.01 [Food],AG.01
3989,A004005,PULSES,AG.01.h.02.g [Pulse],AG.01.h.02.g
3990,A004006,SLOPPY JOE SAUCE,AG.01.ad [Coffee];AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing],AG.01.ad;AG.01.h;AG.01.l.04
3991,A004007,NACHO CHEESE,AG.01.n.18 [Preserve];AG.01.n.09 [Prepared vegetables and dishes];AG.01.e.02 [Cheese],AG.01.n.18;AG.01.n.09;AG.01.e.02
3992,A004008,COTTAGE CHEESE MIXTURE,AG.01.af [Tea manufacture];AG.01.e.02 [Cheese],AG.01.af;AG.01.e.02
3993,A004009,SMALL SHRIMP,AG.01.d.07 [Seafood],AG.01.d.07
3994,A004010,MIRACLE WHIP,AG.01 [Food],AG.01
3995,A004011,HABANERO CHILE PEPPERS,AG.01.l.03 [Spice],AG.01.l.03
3996,A004012,FINISHED SALSA,AG.01.l.04 [Sauce/dressing],AG.01.l.04
3997,A004013,COCKTAIL BREAD,AG.01.n.11 [Bread];AG.01.y.01.g [Cocktail],AG.01.n.11;AG.01.y.01.g
3998,A004014,FENNEL SEED,AG.01.h.02.i [Herb],AG.01.h.02.i
3999,A004015,GREEN CHILE PEPPER,AG.01.l.03 [Spice];AG.01.w [Setting table],AG.01.l.03;AG.01.w
4000,A004016,RESERVED GREEN ONIONS,AG.01.h.02.e [Onion/leek/garlic],AG.01.h.02.e
4001,A004017,INSECT,AE.08 [Invertebrates];AE.07 [Animal body],AE.08;AE.07
4002,A004018,COCKTAIL TOOTHPICKS,AG.01.y.01.g [Cocktail],AG.01.y.01.g
4003,A004019,SPLIT PEA FLOUR,AG.01.j [Meal];AG.01.h.02.g [Pulse];AG.01.k [Flour],AG.01.j;AG.01.h.02.g;AG.01.k
4004,A004020,DEMERARA SUGAR,AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.l.02
4005,A004021,BRULEED FIGS,AG.01.h.01 [Fruit/a fruit],AG.01.h.01
4006,A004022,CHICKEN GIBLETS,AG.01.d.06 [Fowls];AG.01.d.02 [Part/joint of animal],AG.01.d.06;AG.01.d.02
4007,A004023,GROUND PEPPER,AG.01.l.03 [Spice];AG.01.w [Setting table],AG.01.l.03;AG.01.w
4008,A004024,GIBLET MIXTURE,AG.01.d.02 [Part/joint of animal];AG.01.af [Tea manufacture],AG.01.d.02;AG.01.af
4009,A004025,FOOTBALL SHAPED CROQUETTES,AG.01 [Food],AG.01
4010,A004026,CROQUETTES,AG.01 [Food],AG.01
4011,A004027,BREADED CROQUETTES,AG.01 [Food],AG.01
4012,A004028,LEMON JUICE MIXTURE,AG.01.af [Tea manufacture];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.ab [Fruit juice/squash];AG.01.h.01.a [Citrus fruit],AG.01.af;AG.01.l.02;AG.01.ab;AG.01.h.01.a
4013,A004029,CHEESE SLICES,AG.01.t.08 [Equipment for food preparation];AG.01.n.18 [Preserve];AG.01.e.02 [Cheese],AG.01.t.08;AG.01.n.18;AG.01.e.02
4014,A004030,EXTRA MARINADE,AG.01.m [Substances for food preparation],AG.01.m
4015,A004031,BAKED WINGS,AG.01.t.07 [Cooking],AG.01.t.07
4016,A004032,FIG MIXTURE,AG.01.af [Tea manufacture];AG.01.h.01 [Fruit/a fruit],AG.01.af;AG.01.h.01
4017,A004033,HAM BALL,AG.01.d.02 [Part/joint of animal],AG.01.d.02
4018,A004034,GRILLED PITA TRIANGLES,AG.01.t.07 [Cooking],AG.01.t.07
4019,A004035,PAPER GROCERY SACK,AG.01.y.01.a [Wine],AG.01.y.01.a
4020,A004036,PAPER SACK,AG.01 [Food],AG.01
4021,A004037,QUINCES,AG.01.h.01.d [Pear],AG.01.h.01.d
4022,A004038,FRUIT 'S PECTIN,AG.01.h [Fruit and vegetables];AG.01.h.01 [Fruit/a fruit],AG.01.h;AG.01.h.01
4023,A004039,QUINCE PASTE,AG.01.h.01.d [Pear];AG.01.n.17 [Confections/sweetmeats];AG.01.l [Additive],AG.01.h.01.d;AG.01.n.17;AG.01.l
4024,A004040,QUINCE FLESH,AG.01.h.01.d [Pear],AG.01.h.01.d
4025,A004041,FRUIT PULP,AG.01.h [Fruit and vegetables];AG.01.h.01 [Fruit/a fruit],AG.01.h;AG.01.h.01
4026,A004042,QUINCE PULP,AG.01.h.01.d [Pear],AG.01.h.01.d
4027,A004043,QUINCE MIXTURE,AG.01.h.01.d [Pear],AG.01.h.01.d
4028,A004044,HORSERADISH SAUCE,AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing],AG.01.h;AG.01.l.04
4029,A004045,CHICKEN BOUILLON GRANULES,AG.01.d.06 [Fowls];AG.01.n.02 [Soup/pottage],AG.01.d.06;AG.01.n.02
4030,A004046,MASHED YOLKS,AG.01.t.05 [Preparation for table/cooking];AG.01.ae.03 [Brewing];AG.01.g [Eggs],AG.01.t.05;AG.01.ae.03;AG.01.g
4031,A004047,PREPARED DISHES,AG.01.w [Setting table];AG.01.n [Dishes and prepared food],AG.01.w;AG.01.n
4032,A004048,SLICED PEPPERONI,AG.01.t.05 [Preparation for table/cooking],AG.01.t.05
4033,A004049,HOT MEAT SAUCE,AG.01.d [Animals for food];AG.01.l.04 [Sauce/dressing];AG.01.h [Fruit and vegetables];AG.01 [Food],AG.01.d;AG.01.l.04;AG.01.h;AG.01
4034,A004050,CHOPPED ONIONS,AG.01.h.02.e [Onion/leek/garlic],AG.01.h.02.e
4035,A004051,LIME JUICE MARINADE,AG.01.m [Substances for food preparation];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.ab [Fruit juice/squash];AG.01.h.01.a [Citrus fruit],AG.01.m;AG.01.l.02;AG.01.ab;AG.01.h.01.a
4036,A004052,BAKED BRIE,AG.01.t.07 [Cooking],AG.01.t.07
4037,A004053,PHEASANT STRIPS,AE.13.h [Order Galliformes (fowls)],AE.13.h
4038,A004054,FAVA BEANS,AF.20.f [Pulses/plants producing pulses],AF.20.f
4039,A004055,SHREDDED PLANTAINS,AF.13 [Particular tree/shrub];AF.12 [Particular plants/herbs/shrubs];AF.20.b [Particular fruit-tree/-plant],AF.13;AF.12;AF.20.b
4040,A004056,OPTIONAL JALAPENOS,AG.01 [Food],AG.01
4041,A004057,DICED JALAPENOS,AG.01.t.05 [Preparation for table/cooking];AG.01 [Food],AG.01.t.05;AG.01
4042,A004058,ADDITIONAL EGG ROLLS,AG.01 [Food],AG.01
4043,A004059,CHOPPED STEAK,AG.01.d.07 [Seafood];AG.01.d [Animals for food],AG.01.d.07;AG.01.d
4044,A004060,ADDITIONAL LIQUID,AG.01 [Food],AG.01
4045,A004061,STEAK PIECES,AG.01.n.11 [Bread];AG.01.d.07 [Seafood];AG.01.d [Animals for food],AG.01.n.11;AG.01.d.07;AG.01.d
4046,A004062,RIPE AVOCADO,AG.01.h.01.e [Fruit containing stone],AG.01.h.01.e
4047,A004063,WARM CHILI,AG.01 [Food],AG.01
4048,A004064,DEEP CARAMEL COLOUR,AG.01.n.17.a [Sweets];AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.n.17.a;AG.01.l.02
4049,A004065,PEANUT MIXTURE,AG.01.af [Tea manufacture];AG.01.h.01.f [Nut],AG.01.af;AG.01.h.01.f
4050,A004066,FILLED JALAPENOS,AG.01.t.05 [Preparation for table/cooking];AG.01.x.02 [Appetite],AG.01.t.05;AG.01.x.02
4051,A004067,PEAR SLICES,AG.01.t.08 [Equipment for food preparation];AG.01.h.01.d [Pear],AG.01.t.08;AG.01.h.01.d
4052,A004068,PITA PIZZAS,AF.12 [Particular plants/herbs/shrubs],AF.12
4053,A004069,TORN BREAD,AG.01.n.11 [Bread],AG.01.n.11
4054,A004070,BRIE CHEESE MIXTURE,AG.01.n.18 [Preserve];AG.01.af [Tea manufacture];AG.01.e.02 [Cheese],AG.01.n.18;AG.01.af;AG.01.e.02
4055,A004071,SNOW PEA,AG.01.h.02.g [Pulse],AG.01.h.02.g
4056,A004072,SNOW PEA POD,AG.01.h.02.g [Pulse],AG.01.h.02.g
4057,A004073,CREAM CHEESE FILLING,AG.01.e [Dairy produce];AG.01.n.18 [Preserve];AG.01.e.02 [Cheese];AG.01.n [Dishes and prepared food],AG.01.e;AG.01.n.18;AG.01.e.02;AG.01.n
4058,A004074,EDAMAME BEANS,AF.20.f [Pulses/plants producing pulses],AF.20.f
4059,A004075,EGG WHITES CUT-SIDE-UP,AG.01.k [Flour];AG.01.g [Eggs],AG.01.k;AG.01.g
4060,A004076,TORTILLA CHIP,AG.01.n.11 [Bread];AG.01.n.12 [Pancake/tortilla/oatcake],AG.01.n.11;AG.01.n.12
4061,A004077,MOUND VEGETABLES,AF.02.a [Food plant/vegetable],AF.02.a
4062,A004078,PEANUT SAUCE INGREDIENTS,AG.01.l.04 [Sauce/dressing];AG.01.h [Fruit and vegetables];AG.01.h.01.f [Nut],AG.01.l.04;AG.01.h;AG.01.h.01.f
4063,A004079,PULSE MIXTURE,AG.01.h.02.g [Pulse];AG.01.af [Tea manufacture],AG.01.h.02.g;AG.01.af
4064,A004080,COUPLE FETA CUBES,AG.01.e.02 [Cheese],AG.01.e.02
4065,A004081,SALSA CON,AG.01.l.04 [Sauce/dressing],AG.01.l.04
4066,A004082,SIRLOIN,AG.01 [Food],AG.01
4067,A004083,BLACKENED SEASONING,AG.01.t.05 [Preparation for table/cooking];AG.01.l [Additive],AG.01.t.05;AG.01.l
4068,A004084,SMOOTH SAUCE,AG.01.y.01 [Intoxicating liquor];AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing],AG.01.y.01;AG.01.h;AG.01.l.04
4069,A004085,BLUE CHEESE SAUCE,AG.01.h [Fruit and vegetables];AG.01.e.02 [Cheese];AG.01.l.04 [Sauce/dressing],AG.01.h;AG.01.e.02;AG.01.l.04
4070,A004086,MINCED TENTACLES,AF.10.e [Leaf];AE.07 [Animal body],AF.10.e;AE.07
4071,A004087,TUBES,AG.01 [Food],AG.01
4072,A004088,STUFFED TUBES,AE.15.b [Taxidermy],AE.15.b
4073,A004089,DICED DILL PICKLES,AG.01.t.05 [Preparation for table/cooking];AG.01.t.06 [Preserving/pickling];AG.01.h.02.i [Herb],AG.01.t.05;AG.01.t.06;AG.01.h.02.i
4074,A004090,CHILLED EGG ROLLS,AG.01.t.05 [Preparation for table/cooking];AG.01.t.06 [Preserving/pickling],AG.01.t.05;AG.01.t.06
4075,A004091,COATED CEREAL MIXTURE,AG.01.af [Tea manufacture];AG.01.i [Corn/cereals/grain],AG.01.af;AG.01.i
4076,A004092,EGG PANCAKE,AG.01.n.12 [Pancake/tortilla/oatcake];AG.01.g [Eggs],AG.01.n.12;AG.01.g
4077,A004093,SLICED EGG,AG.01.t.05 [Preparation for table/cooking];AG.01.g [Eggs],AG.01.t.05;AG.01.g
4078,A004094,COOLED FILLING,AG.01 [Food],AG.01
4079,A004095,BEATEN EGG WHITE,AG.01.k [Flour];AG.01.g [Eggs],AG.01.k;AG.01.g
4080,A004096,FINISHED EGG ROLLS,AG.01 [Food],AG.01
4081,A004097,ROASTED WALNUTS,AG.01.t.07 [Cooking];AG.01.h.01.f [Nut],AG.01.t.07;AG.01.h.01.f
4082,A004098,ROASTED PECANS,AG.01.t.07 [Cooking];AG.01.h.01.f [Nut],AG.01.t.07;AG.01.h.01.f
4083,A004099,SHREDDED CHEDDAR-MONTEREY JACK CHEESE BLEND,AG.01.n.18 [Preserve];AG.01.t.05 [Preparation for table/cooking];AG.01.e.02 [Cheese],AG.01.n.18;AG.01.t.05;AG.01.e.02
4084,A004100,BANANA CHUNKS,AG.01.h.01 [Fruit/a fruit],AG.01.h.01
4085,A004101,RESERVE MARINADE,AG.01.m [Substances for food preparation],AG.01.m
4086,A004102,WRAPPED BANANAS,AG.01.h.01 [Fruit/a fruit],AG.01.h.01
4087,A004103,POMEGRANATE SEEDS,AG.01.h.01.b [Berry],AG.01.h.01.b
4088,A004104,SERRANO CHILE PEPPER,AG.01.l.03 [Spice];AG.01.w [Setting table],AG.01.l.03;AG.01.w
4089,A004105,COOLED CRANBERRY MIXTURE,AG.01.h.01.b [Berry];AG.01.af [Tea manufacture],AG.01.h.01.b;AG.01.af
4090,A004106,SEEDS DRY,AF.10.i [Seed],AF.10.i
4091,A004107,COCKTAIL SAUSAGES,AG.01 [Food],AG.01
4092,A004108,CHEDDAR-MONTEREY JACK CHEESE BLEND,AG.01.n.18 [Preserve];AG.01.e.02 [Cheese],AG.01.n.18;AG.01.e.02
4093,A004109,RESERVE COOKING LIQUID,AG.01.r [Meal];AG.01.t.07 [Cooking],AG.01.r;AG.01.t.07
4094,A004110,FETA CHEESE CUBE,AG.01.n.18 [Preserve];AG.01.e.02 [Cheese],AG.01.n.18;AG.01.e.02
4095,A004111,FETA CUBE,AG.01.e.02 [Cheese],AG.01.e.02
4096,A004112,ORANGE ZEST STRIPS,AG.01.l [Additive],AG.01.l
4097,A004113,FRESH THYME,AG.01.z [Water];AG.01.h.02.i [Herb];AG.01 [Food],AG.01.z;AG.01.h.02.i;AG.01
4098,A004114,KOSHER SALT MIXTURE,AG.01.a [Qualities of food];AG.01.l.01 [Salt];AG.01.af [Tea manufacture];AG.01.w [Setting table],AG.01.a;AG.01.l.01;AG.01.af;AG.01.w
4099,A004115,SALT MIXTURE,AG.01.w [Setting table];AG.01.l.01 [Salt];AG.01.af [Tea manufacture],AG.01.w;AG.01.l.01;AG.01.af
4100,A004116,STOCK SEPARATE,AG.01 [Food],AG.01
4101,A004117,DUCK MEAT,AG.01.d.06 [Fowls];AG.01.d [Animals for food];AG.01 [Food],AG.01.d.06;AG.01.d;AG.01
4102,A004118,DUCK FAT,AG.01.d.06 [Fowls];AG.01 [Food],AG.01.d.06;AG.01
4103,A004119,ADDITIONAL FLOUR,AG.01.j [Meal];AG.01.k [Flour],AG.01.j;AG.01.k
4104,A004120,PRETZEL DIPPERS,AG.01.n.14 [Biscuit],AG.01.n.14
4105,A004121,WATER SOLUTION,AG.01.z [Water],AG.01.z
4106,A004122,DIPPER,AE.13.o [Order Passeriformes (song-birds)];AE.13 [Class Aves (birds)];AE.08 [Invertebrates],AE.13.o;AE.13;AE.08
4107,A004123,TURKEY SLICES,AG.01.d.06 [Fowls];AG.01.t.08 [Equipment for food preparation],AG.01.d.06;AG.01.t.08
4108,A004124,SLICED RADISHES,AG.01.t.05 [Preparation for table/cooking];AG.01.h.02.a [Root vegetable],AG.01.t.05;AG.01.h.02.a
4109,A004125,COTIJA CHEESE,AG.01.n.18 [Preserve];AG.01.e.02 [Cheese],AG.01.n.18;AG.01.e.02
4110,A004126,STUFFED TORTILLAS,AG.01.n.11 [Bread];AG.01.n.12 [Pancake/tortilla/oatcake];AG.01.t.05 [Preparation for table/cooking],AG.01.n.11;AG.01.n.12;AG.01.t.05
4111,A004127,MASHED GARLIC,AG.01.h.02.e [Onion/leek/garlic];AG.01.t.05 [Preparation for table/cooking];AG.01.ae.03 [Brewing],AG.01.h.02.e;AG.01.t.05;AG.01.ae.03
4112,A004128,VEGETABLE STRIPS,AF.02.a [Food plant/vegetable],AF.02.a
4113,A004129,CHOPPED THYME,AG.01.h.02.i [Herb],AG.01.h.02.i
4114,A004130,PEACH SECTION,AG.01.h.01.e [Fruit containing stone],AG.01.h.01.e
